Rank,Name,Symbol,Price,Volume_24h,Market_Cap,Circulating_Supply,Total_Supply,Max_Supply,Percent_Change_1h,Percent_Change_24h,Percent_Change_7d,Date_Added,Capture_Date
1,Bitcoin,BTC,8897.46850985,47101785174.2562,163358189150.98422,18360075.0,18360075.0,21000000.0,-0.201403,-1.3503,15.6548,2013-04-28T00:00:00.000Z,2024-09-23
2,Ethereum,ETH,210.93315693,20469034664.1327,23367177866.625507,110780012.999,110780012.999,,-0.216047,-2.4439,6.88196,2015-08-07T00:00:00.000Z,2024-09-23
3,XRP,XRP,0.21941428,2182399826.08728,9678990068.19564,44112853111.0,99990976125.0,100000000000.0,-0.32802,-2.21048,11.3355,2013-08-04T00:00:00.000Z,2024-09-23
4,Tether,USDT,1.00350799,58963072938.1348,6383346956.145862,6361032509.0,6998318752.17,,-0.0515651,-0.010418,0.018052,2015-02-25T00:00:00.000Z,2024-09-23
5,Bitcoin Cash,BCH,252.54448043,3830272429.59571,4646164981.032093,18397412.5,18397412.5,21000000.0,-0.124233,-4.02483,2.85518,2017-07-23T00:00:00.000Z,2024-09-23
6,Bitcoin SV,BSV,208.61573882,2295262059.12947,3837664273.2202806,18395852.0819233,18395852.0819233,21000000.0,-0.168436,-2.86076,6.43308,2018-11-09T00:00:00.000Z,2024-09-23
7,Litecoin,LTC,48.26715747,4667453994.48351,3120493727.3002067,64650455.7265572,64650455.7265572,84000000.0,0.0189622,-2.71531,7.68658,2013-04-28T00:00:00.000Z,2024-09-23
8,Binance Coin,BNB,17.12629926,381109060.886594,2663768292.972484,155536713.0,187536713.0,187536713.0,0.0196522,-2.77124,4.21165,2017-07-25T00:00:00.000Z,2024-09-23
9,EOS,EOS,2.8423157,4243384762.60448,2621533307.9354825,922323057.9921,1019023069.9917,,0.0139866,-3.90006,3.25184,2017-07-01T00:00:00.000Z,2024-09-23
10,Tezos,XTZ,2.74128839,226856166.633206,1944016243.6310868,709161520.52022,709161520.52022,,-0.309219,-3.29995,-1.02418,2017-10-06T00:00:00.000Z,2024-09-23
