Rank,Name,Symbol,Price,Volume_24h,Market_Cap,Circulating_Supply,Total_Supply,Max_Supply,Percent_Change_1h,Percent_Change_24h,Percent_Change_7d,Date_Added,Capture_Date
11,Stellar,XLM,0.07310594,755013660.533354,1485822964.7792854,20324242861.9087,50001803864.8717,,-0.0937709,-3.3994,16.8263,2014-08-05T00:00:00.000Z,2024-09-23
12,Chainlink,LINK,3.72216936,332486848.871524,1302759277.617,350000000.0,1000000000.0,,-0.190264,-3.01588,0.00793028,2017-09-20T00:00:00.000Z,2024-09-23
13,Cardano,ADA,0.04892884,139890791.245006,1268581579.907031,25927070538.0,31112483745.0,45000000000.0,-0.463131,-4.26631,6.0269,2017-10-01T00:00:00.000Z,2024-09-23
14,Monero,XMR,62.44111521,93103078.7536069,1095645952.25302,17546867.1337665,17546867.1337665,,-0.797191,-3.43119,1.41621,2014-05-21T00:00:00.000Z,2024-09-23
15,TRON,TRX,0.01602032,1561508724.219,1068267999.37805,66682072191.4,99281283754.3,,-0.316665,-2.4589,11.6737,2017-09-13T00:00:00.000Z,2024-09-23
16,UNUS SED LEO,LEO,1.06455157,11048795.8268772,1064018112.6914402,999498892.9,999498892.9,,-0.122562,-0.00504503,1.40852,2019-05-21T00:00:00.000Z,2024-09-23
17,Crypto.com Coin,CRO,0.05993719,7968703.4457964,993835265.266748,16581278538.8128,100000000000.0,,-0.233502,-0.812505,8.01087,2018-12-14T00:00:00.000Z,2024-09-23
18,Huobi Token,HT,4.19654165,138481500.759783,934435925.9264698,222668092.971921,500000000.0,,-0.136141,-2.13318,3.51987,2018-02-03T00:00:00.000Z,2024-09-23
19,MINDOL,MIN,5.06944983,1516322.41649637,863345939.5220165,170303675.5,240000000.0,,0.017847,5.73192,43.1604,2019-03-29T00:00:00.000Z,2024-09-23
20,Ethereum Classic,ETC,7.22643243,2920876668.71741,840530196.3153943,116313299.0,116313299.0,210700000.0,-0.28192,-3.43372,16.748,2016-07-24T00:00:00.000Z,2024-09-23
21,Dash,DASH,81.00478339,713193611.635296,767573911.3813139,9475661.55075089,9475661.55075089,18900000.0,-0.286457,-2.65299,-3.74387,2014-02-14T00:00:00.000Z,2024-09-23
22,USD Coin,USDC,0.99929587,538532396.686155,705834652.7658463,706331998.943527,710797096.61,,-0.0886052,-0.322386,-0.250761,2018-10-08T00:00:00.000Z,2024-09-23
23,HEX,HEX,0.00454762,4699676.75093985,686674935.3180499,150996605005.506,154535390580.744,,2.23186,-7.12339,55.2078,2019-12-17T00:00:00.000Z,2024-09-23
24,HedgeTrade,HEDG,2.24345983,524679.18293648,646584860.1567938,288208798.11353,1000000000.05,,0.314516,-1.26185,9.73062,2019-01-03T00:00:00.000Z,2024-09-23
25,Neo,NEO,9.08032324,736471836.730705,640515386.6301956,70538831.0,100000000.0,100000000.0,-0.145846,-1.86572,5.2666,2016-09-08T00:00:00.000Z,2024-09-23
26,Cosmos,ATOM,2.77714602,181742034.814132,529569640.527754,190688439.2,237928230.821588,,-0.938052,-3.6907,-1.27855,2019-03-14T00:00:00.000Z,2024-09-23
27,IOTA,MIOTA,0.18329042,8195694.84176081,509461280.8815525,2779530283.0,2779530283.0,2779530283.0,-0.495619,-4.67992,3.82128,2017-06-13T00:00:00.000Z,2024-09-23
28,Zcash,ZEC,44.91646844,306312956.037383,407728119.3106326,9077475.0,9077475.0,21000000.0,-0.412535,-3.94357,0.142681,2016-10-29T00:00:00.000Z,2024-09-23
29,NEM,XEM,0.04195455,6208089.84275856,377590993.9383455,8999999999.0,8999999999.0,,0.326039,-2.9114,5.18934,2015-04-01T00:00:00.000Z,2024-09-23
30,Maker,MKR,373.33688536,2812063.47998272,375418892.4829633,1005576.75172367,1005576.75172367,,-0.381591,3.27681,8.11747,2017-01-29T00:00:00.000Z,2024-09-23
31,Counos X,CCXX,20.41207603,182503.80042833,350534315.9965941,17172889.0,18402729.0,21000000.0,-0.0864639,-0.194647,-0.123029,2020-04-20T00:00:00.000Z,2024-09-23
32,INO COIN,INO,1.93235039,434482.71225183,347829214.34702736,180003180.0,1000000000.0,,0.0136271,-1.49913,6.90842,2018-08-06T00:00:00.000Z,2024-09-23
33,OKB,OKB,5.35408839,82012655.1475959,321245303.217,60000000.0,300000000.0,,-0.113969,-4.1327,8.9809,2019-04-30T00:00:00.000Z,2024-09-23
34,Ontology,ONT,0.48881097,108817841.22986,321024930.2217767,656746573.0,1000000000.0,,-0.35507,-3.97528,-0.541643,2018-03-08T00:00:00.000Z,2024-09-23
35,Dogecoin,DOGE,0.00251033,265156925.148762,312317539.7871653,124412761703.333,124412761703.333,,-0.549571,-1.69263,5.41522,2013-12-15T00:00:00.000Z,2024-09-23
36,FTX Token,FTT,3.15463769,2058820.17538368,300538490.5608616,95268782.0940323,346141118.16126,,-0.107292,-1.89417,10.4651,2019-07-31T00:00:00.000Z,2024-09-23
37,Basic Attention Token,BAT,0.18395364,89715693.1168179,268117420.7485181,1457527137.0863,1500000000.0,,-0.378643,-4.34287,-0.400488,2017-06-01T00:00:00.000Z,2024-09-23
38,DigiByte,DGB,0.0190765,25874509.6159714,249893385.71774012,13099540571.1027,13099540571.1027,21000000000.0,0.731218,0.769139,33.9607,2014-02-06T00:00:00.000Z,2024-09-23
39,Paxos Standard,PAX,1.00136154,405661142.336314,245285467.35574445,244951954.494264,249952064.83,,-0.0388235,-0.0121965,-0.0492467,2018-09-27T00:00:00.000Z,2024-09-23
40,VeChain,VET,0.00433113,178199245.622191,240181503.602062,55454734800.0,86712634466.0,,-0.2689,-4.29508,-3.27867,2017-08-22T00:00:00.000Z,2024-09-23
41,Elamachain,ELAMA,0.37644719,9935974.13648046,213044033.9466171,565933389.0,10000000000.0,10000000000.0,-0.400946,-1.22953,4.51055,2019-02-07T00:00:00.000Z,2024-09-23
42,PlayFuel,PLF,0.3935194,9333721.36170904,196759699.523,500000000.0,10000000000.0,10000000000.0,-0.26443,-1.31825,3.36088,2019-12-30T00:00:00.000Z,2024-09-23
43,MimbleWimbleCoin,MWC,24.13011984,150550645.490561,193490451.1395324,8018627.8569404,10528270.8569404,20000000.0,-1.26361,-3.1742,24.1069,2020-02-24T00:00:00.000Z,2024-09-23
44,Binance USD,BUSD,1.00022628,105447159.137283,180806386.00129983,180765483.1,180765483.1,,-0.071433,-0.0153825,-0.109418,2019-09-20T00:00:00.000Z,2024-09-23
45,Bitcoin Gold,BTG,9.93020139,46083579.058446,173916788.3053169,17513923.589,17513923.589,21000000.0,-0.380383,-3.3662,3.1894,2017-10-23T00:00:00.000Z,2024-09-23
46,Decred,DCR,14.59017745,112515280.716532,166936473.09432325,11441702.7222251,11441702.7222251,21000000.0,0.0723562,0.3907,12.2202,2016-02-10T00:00:00.000Z,2024-09-23
47,Hedera Hashgraph,HBAR,0.03933713,17983790.6384893,160404421.36976087,4077684788.0,50000000000.0,,-0.412008,-8.18507,14.5434,2019-09-17T00:00:00.000Z,2024-09-23
48,Qtum,QTUM,1.58892924,423313619.245707,153502164.34657225,96607300.359,102357300.0,107822406.0,-0.270419,-3.71036,3.72925,2017-05-24T00:00:00.000Z,2024-09-23
49,Lisk,LSK,1.2297267,5937538.54652433,151763921.8584719,123412724.145642,139467336.0,,-0.121636,-3.50446,16.3498,2016-04-06T00:00:00.000Z,2024-09-23
50,HUSD,HUSD,1.00141988,29820926.4103699,148414940.88383663,148204508.24,148204508.24,,-0.0673026,-0.0128988,-0.0817083,2019-10-15T00:00:00.000Z,2024-09-23
51,Algorand,ALGO,0.20729063,78042151.634305,148110762.39682034,714507743.808983,3245779586.80898,,-0.853585,-5.50164,-7.40252,2019-06-20T00:00:00.000Z,2024-09-23
52,ICON,ICX,0.27360158,25701418.319174,147891458.89636466,540535837.245177,800460000.0,,-0.566273,-5.31341,-7.54031,2017-10-27T00:00:00.000Z,2024-09-23
53,Synthetix Network Token,SNX,0.77482484,1995304.26571531,140595762.4316695,181454897.973105,182701142.321275,,-1.28681,-5.43852,12.0835,2018-03-14T00:00:00.000Z,2024-09-23
54,0x,ZRX,0.2067877,25152529.2136877,135029282.87685573,652985066.903398,1000000000.0,,-0.47082,-3.91311,3.16805,2017-08-16T00:00:00.000Z,2024-09-23
55,TrueUSD,TUSD,1.00134667,775291965.735125,133817536.22490568,133637570.0,133637570.0,,-0.0975727,-0.026744,-0.051195,2018-03-06T00:00:00.000Z,2024-09-23
56,Ravencoin,RVN,0.02068843,22289761.155291,125764123.74664052,6078960000.0,6078960000.0,21000000000.0,-0.254925,-3.47519,3.48935,2018-03-10T00:00:00.000Z,2024-09-23
57,THETA,THETA,0.14370722,9340473.97928052,125097519.7987618,870502690.0,1000000000.0,,1.50458,3.14102,27.1458,2018-01-17T00:00:00.000Z,2024-09-23
58,Augur,REP,10.89297377,35230618.1266981,119822711.4777,11000000.0,11000000.0,,0.0580477,-3.28634,4.16881,2015-10-27T00:00:00.000Z,2024-09-23
59,Hyperion,HYN,0.37772413,11424743.4732287,119650128.99118984,316765917.406,10000000000.0,,0.0583228,4.35583,127.949,2019-01-14T00:00:00.000Z,2024-09-23
60,Kyber Network,KNC,0.65539346,34504284.3248631,118002057.32467544,180047658.780648,210880500.499512,,0.114017,-3.96686,-5.91635,2017-09-24T00:00:00.000Z,2024-09-23
61,Hive,HIVE,0.41083992,42625203.0666236,117110380.41268983,285051123.369,368421329.241,,-0.600092,20.9488,-53.9907,2020-03-26T00:00:00.000Z,2024-09-23
62,Metaverse Dualchain Network Architecture,DNA,0.01001337,11225567.7877811,114971912.06523123,11481839398.0,100000000000.0,,0.106777,1.04034,96.3384,2020-02-15T00:00:00.000Z,2024-09-23
63,ZB Token,ZB,0.2455102,44983167.326494,113742129.29732583,463288810.0,2100000000.0,,-0.102387,-2.28927,-0.367498,2018-09-27T00:00:00.000Z,2024-09-23
64,Enjin Coin,ENJ,0.13558219,8725662.81896044,111146503.87875292,819772129.064264,1000000000.0,,-1.09173,-5.50496,-5.16927,2017-11-01T00:00:00.000Z,2024-09-23
65,Multi-collateral DAI,DAI,0.99330055,15160971.8156634,110092898.5782215,110835435.131761,111120570.343906,,-0.256459,-1.51758,-1.53237,2019-11-22T00:00:00.000Z,2024-09-23
66,Bitcoin Diamond,BCD,0.58478882,9168358.64290372,109058962.3831755,186492897.953,189492897.953,210000000.0,-0.402165,-1.62231,7.77097,2017-11-24T00:00:00.000Z,2024-09-23
67,Waves,WAVES,1.06382804,41015410.1720691,108334766.48982236,101834848.0,101834848.0,,0.536725,-2.41392,1.93058,2016-06-02T00:00:00.000Z,2024-09-23
68,OmiseGO,OMG,0.72961468,158964236.888377,102325101.53207272,140245398.245133,140245398.245133,,-0.607785,-3.51755,9.54678,2017-07-14T00:00:00.000Z,2024-09-23
69,Cryptonex,CNX,1.80866863,1739812.50110142,100718116.457522,55686328.9619251,107135053.921925,210000000.0,-0.298653,-2.74259,3.97432,2017-10-07T00:00:00.000Z,2024-09-23
70,Bitball Treasure,BTRS,208.80608456,57963.77515219,93962738.0529,450000.0,1000000.0,1000000.0,-0.204023,-2.43302,7.29833,2019-11-04T00:00:00.000Z,2024-09-23
71,MonaCoin,MONA,1.39669013,5861555.32917567,91803988.19982591,65729674.8711679,65729674.8711679,,0.0822368,-2.34675,15.3397,2014-03-20T00:00:00.000Z,2024-09-23
72,DxChain Token,DX,0.00181156,330368.60752629,90578104.96443154,49999999999.6862,100000000000.0,,0.530346,-0.26991,12.3215,2018-08-10T00:00:00.000Z,2024-09-23
73,Energi,NRG,3.12794672,1273391.18446711,89311213.79205304,28552664.6219773,28552664.6219773,,-0.17275,-11.6373,-3.61234,2018-08-23T00:00:00.000Z,2024-09-23
74,GlitzKoin,GTN,0.35961411,1544899.19392084,89004285.93312874,247499427.9096,998999327.9096,,-0.0920461,-0.778007,-2.60103,2019-05-07T00:00:00.000Z,2024-09-23
75,Siacoin,SC,0.00207667,2043260.87976559,86840250.74980225,41817047634.0,41817047634.0,,-0.423528,-5.60269,17.1987,2015-08-26T00:00:00.000Z,2024-09-23
76,Nano,NANO,0.64688429,4674203.2739907,86196230.42153506,133248297.197,133248297.197,133248297.0,-0.453428,-0.148807,7.77003,2017-03-06T00:00:00.000Z,2024-09-23
77,MCO,MCO,5.34510722,26411520.8591826,84419720.6296217,15793831.0949625,31587682.3632061,,-0.257826,-1.40841,4.50634,2017-07-03T00:00:00.000Z,2024-09-23
78,Mixin,XIN,164.80312166,4191205.67032159,84265714.81295022,511311.399700006,1000000.0,1000000.0,0.614213,-3.27856,-1.61308,2018-01-09T00:00:00.000Z,2024-09-23
79,Holo,HOT,0.00050827,32826487.327551,83403748.226055,164091905583.237,177619433541.141,,-2.85203,17.5162,43.7057,2018-04-29T00:00:00.000Z,2024-09-23
80,DigixDAO,DGD,40.57494609,7965985.43502046,81149892.1744,2000000.0,2000000.0,,-0.042083,-1.9541,7.55357,2016-04-18T00:00:00.000Z,2024-09-23
81,botXcoin,BOTX,0.04957561,652282.51964737,80912474.77068603,1632102305.0,5000000000.0,,-0.198889,-2.07372,8.49071,2019-04-18T00:00:00.000Z,2024-09-23
82,Bloomzed Token,BZT,3.92719822,271844.73977256,78543964.3947996,19999999.9999999,100000000.0,,-0.199345,8.41426,398.014,2020-03-09T00:00:00.000Z,2024-09-23
83,KuCoin Shares,KCS,0.94374236,6490247.27826133,76679334.89714317,81250284.0,171250284.0,,-0.402584,-0.521438,-1.78132,2017-10-24T00:00:00.000Z,2024-09-23
84,Nervos Network,CKB,0.00436492,10412459.990469,74759713.4760338,17127393352.6674,27271756670.1063,,-0.533818,-7.6919,-12.9951,2019-11-19T00:00:00.000Z,2024-09-23
85,Homeros,HMR,0.44665762,3309336.0298558,73470245.06677613,164488955.0,10000000000.0,10000000000.0,-0.52212,1.0402,17.3782,2020-03-18T00:00:00.000Z,2024-09-23
86,Counos Coin,CCA,4.82496218,122277.89715391,71642599.57343374,14848323.5467,16986059.7247,21000000.0,-0.0965321,-0.340895,-0.264487,2019-12-10T00:00:00.000Z,2024-09-23
87,Status,SNT,0.02044125,14088575.0024984,70941012.6864071,3470483788.0,6804870174.0,,-1.2807,-5.06026,7.33969,2017-06-28T00:00:00.000Z,2024-09-23
88,Bytom,BTM,0.07000444,10902523.5743878,70179404.9109597,1002499275.0,1407000000.0,,-0.398562,-2.80009,-1.79914,2017-08-08T00:00:00.000Z,2024-09-23
89,Steem,STEEM,0.18877281,7066910.33249554,69600100.78558286,368697693.274,385671787.274,,-1.46518,1.27249,1.42136,2016-04-18T00:00:00.000Z,2024-09-23
90,BitcoinHD,BHD,11.04943295,32783847.043874,67213881.29551193,6083016.35,6339465.0,21000000.0,0.231275,-5.93168,62.5133,2019-05-27T00:00:00.000Z,2024-09-23
91,Komodo,KMD,0.54585742,5269050.3518654,65291469.12898147,119612681.09678,119612681.09678,200000000.0,0.435911,1.592,-3.82841,2017-02-05T00:00:00.000Z,2024-09-23
92,CRYPTOBUCKS,CBUCKS,0.01676235,547905.75279522,65207044.52400599,3890089947.31,8534139361.3,10000000000.0,-1.7037,0.892479,-0.79674,2020-01-06T00:00:00.000Z,2024-09-23
93,QCash,QC,0.13953015,703530581.891254,64183898.03395049,460000200.0,10000000000.0,10000000000.0,-0.096739,-0.578079,-0.562195,2019-12-12T00:00:00.000Z,2024-09-23
94,BitTorrent,BTT,0.00029834,82649380.2313557,63282150.42733431,212116500000.0,990000000000.0,,-0.807001,2.08556,19.8707,2019-01-31T00:00:00.000Z,2024-09-23
95,Tap,XTP,0.12111577,259258.28823716,62835141.97887819,518802335.0,10000000000.0,,-0.130569,-1.09104,8.54095,2019-12-24T00:00:00.000Z,2024-09-23
96,Nexo,NEXO,0.10954579,10214333.9975705,61345643.83068369,560000011.0,1000000000.0,,-1.02811,0.379193,5.51153,2018-05-01T00:00:00.000Z,2024-09-23
97,Zilliqa,ZIL,0.00606542,11124175.0472218,61260853.6553815,10100023720.1279,13391490873.1279,21000000000.0,0.434496,-2.5006,18.2826,2018-01-25T00:00:00.000Z,2024-09-23
98,ABBC Coin,ABBC,0.10940207,25192571.8957719,60763761.74798596,555416924.350722,1003278750.0109,,-0.621006,-1.69001,-6.97667,2018-10-12T00:00:00.000Z,2024-09-23
99,Quant,QNT,5.01466732,3180864.52399971,60540764.65562538,12072738.0,14612493.0808262,,-1.43023,-9.55238,-4.40951,2018-08-10T00:00:00.000Z,2024-09-23
100,Matic Network,MATIC,0.01713306,34278241.4302858,58826440.06088063,3433504398.0,10000000000.0,,-0.591527,0.539295,9.21058,2019-04-28T00:00:00.000Z,2024-09-23
101,Seele-N,SEELE,0.08055094,13826272.2564874,56352799.87125292,699592066.289478,1000000000.0,,0.103498,-1.77534,-10.0237,2018-05-31T00:00:00.000Z,2024-09-23
102,Terra,LUNA,0.19463638,1524607.06753249,56009695.59393527,287765804.430561,995859074.224591,,-0.134804,-0.448141,-0.281527,2019-07-26T00:00:00.000Z,2024-09-23
103,BitShares,BTS,0.02036371,13154872.3672616,55925059.08967415,2746310000.0,2746310000.0,3600570502.0,-0.0278882,-2.7969,12.1371,2014-07-21T00:00:00.000Z,2024-09-23
104,Ren,REN,0.06429137,1951642.60741608,54805385.48325694,852453284.124669,999999632.80375,,-0.680466,-4.15838,0.604444,2018-02-21T00:00:00.000Z,2024-09-23
105,Sologenic,SOLO,0.27268977,2501077.24919271,54538447.41190768,200001808.0,399999808.28,400000000.0,-0.213199,-1.57086,0.446076,2020-03-06T00:00:00.000Z,2024-09-23
106,Centrality,CENNZ,0.06234616,55742.15992941,52677592.81374545,844921183.676512,1200000000.0,,0.090527,10.0876,10.522,2018-03-13T00:00:00.000Z,2024-09-23
107,Aave,LEND,0.04033406,1285488.39724678,52434270.07360241,1299999941.70317,1299999941.70317,,-1.80913,-6.82888,9.31453,2017-11-30T00:00:00.000Z,2024-09-23
108,Horizen,ZEN,5.82090226,4886374.69278639,52316159.46520032,8987637.5,8987637.5,21000000.0,0.374249,-4.99737,-5.1777,2017-06-01T00:00:00.000Z,2024-09-23
109,v.systems,VSYS,0.02628736,2967144.62416254,52165067.34094466,1984416346.0,3899274810.0,,0.262559,0.343934,2.75529,2019-03-05T00:00:00.000Z,2024-09-23
110,Folgory Coin,FLG,3.27292729,479155.48624124,51948745.79842426,15872257.83228,100000000.0,,-1.10999,-11.6877,4.13527,2019-11-26T00:00:00.000Z,2024-09-23
111,HyperCash,HC,1.15416473,19774170.4905862,51474205.24019064,44598664.177052,44598664.177052,84000000.0,-0.268093,-1.88147,4.55808,2017-08-20T00:00:00.000Z,2024-09-23
112,Verge,XVG,0.00314561,1043869.96094372,51134798.23468872,16255947543.3634,16255947543.3634,16555000000.0,-0.849133,-0.0134254,7.06257,2014-10-25T00:00:00.000Z,2024-09-23
113,Numeraire,NMR,20.97743045,1117131.94586353,50951888.70233153,2428890.84218286,10987470.162081,11000000.0,-0.635103,-5.26266,-0.195455,2017-06-23T00:00:00.000Z,2024-09-23
114,NewYork Exchange,NYE,8.10031184,4326511.17045638,50279135.8034226,6207061.74948359,371740650.983972,600000000.0,-0.17251,-2.50264,6.86607,2019-08-20T00:00:00.000Z,2024-09-23
115,Velas,VLX,0.03684098,917352.50667987,49470414.52192795,1342809240.79873,2073891831.49873,,0.431359,14.7913,52.6114,2019-10-03T00:00:00.000Z,2024-09-23
116,Bitbook Gambling,BXK,0.13766026,357722.89434915,49239354.77282954,357687491.4,730756054.4,,-0.208516,-2.04007,5.91991,2019-06-24T00:00:00.000Z,2024-09-23
117,Poseidon Network,QQQ,0.02275382,693355.18246469,48990680.17718145,2153075306.6,21000000000.0,,0.665595,2.60405,-8.24183,2019-09-17T00:00:00.000Z,2024-09-23
118,MaidSafeCoin,MAID,0.10599203,402025.20824296,47966947.47569209,452552412.0,452552412.0,,-0.425245,-0.626152,3.89143,2014-04-28T00:00:00.000Z,2024-09-23
119,Decentraland,MANA,0.03458096,16629261.969439,47381632.34044301,1370165255.67155,2197909865.03415,,-0.872988,-6.25775,14.2248,2017-09-17T00:00:00.000Z,2024-09-23
120,IOST,IOST,0.00381059,29208646.8522949,45780323.77025378,12013965608.8475,21000000000.0,,-0.305469,-3.83393,6.06388,2018-01-16T00:00:00.000Z,2024-09-23
121,Breezecoin,BRZE,0.45735872,324148.71747285,45735871.9813,100000000.0,200000000.0,200000000.0,-0.457073,1.25395,10.9494,2018-10-29T00:00:00.000Z,2024-09-23
122,Streamr DATAcoin,DATA,0.0672339,7456068.90313795,45527740.04082174,677154514.0,987154514.0,,-1.99643,-9.45718,41.2613,2017-11-03T00:00:00.000Z,2024-09-23
123,ERC20,ERC20,0.04020554,70590.08594372,45381147.26171384,1128728707.13418,12999999998.02,,-1.55631,-6.79698,-4.56246,2017-11-09T00:00:00.000Z,2024-09-23
124,Golem,GNT,0.04460081,2906322.07879335,43711020.21705914,980050000.0,1000000000.0,,0.667464,-3.53489,5.64789,2016-11-18T00:00:00.000Z,2024-09-23
125,Unibright,UBT,0.29368208,2579292.27902094,43639688.33982054,148594999.243493,150000000.0,,-3.12742,-13.2394,-1.42713,2018-05-21T00:00:00.000Z,2024-09-23
126,PAX Gold,PAXG,1706.99932699,129869.61157754,43523525.71219943,25497.096,25497.096,,0.210699,-0.695875,-1.64735,2019-09-26T00:00:00.000Z,2024-09-23
127,Blockstack,STX,0.1059176,331640.43371047,42111556.49195205,397587905.087678,631511271.087678,2048913388.0,-0.719122,-5.76214,-3.84453,2019-10-28T00:00:00.000Z,2024-09-23
128,Zcoin,XZC,4.18978305,16966089.5563318,42042664.26413966,10034568.329778,21400000.0,21400000.0,0.0614256,-3.89671,2.67233,2016-10-06T00:00:00.000Z,2024-09-23
129,STEM CELL COIN,SCC,0.13066424,174125.82607526,41898550.45004468,320658118.0,5000000000.0,5000000000.0,-4.4492,-8.56657,18.5901,2019-03-01T00:00:00.000Z,2024-09-23
130,Beldex,BDX,0.04103154,117195.57504714,40220041.65689058,980222595.0,1400222610.46736,,-1.0876,-5.60742,-4.48154,2019-06-07T00:00:00.000Z,2024-09-23
131,Ardor,ARDR,0.03978283,2681021.21663618,39743022.89186497,998999495.0,998999495.0,998999495.0,-0.716936,-3.33212,6.75192,2016-07-23T00:00:00.000Z,2024-09-23
132,VestChain,VEST,0.0052446,52738.99648514,39443620.47565173,7520800000.0,8848000000.0,,-0.201166,-2.14058,13.9298,2018-11-15T00:00:00.000Z,2024-09-23
133,aelf,ELF,0.07243718,17360102.0024727,39440610.88472492,544480199.986466,879999999.986466,1000000000.0,-0.927819,-5.823,5.58591,2017-12-21T00:00:00.000Z,2024-09-23
134,WAX,WAXP,0.03477609,2225717.48300025,39390087.13693192,1132677216.08672,3650974045.82822,,-0.00479068,-5.64191,15.8813,2017-12-21T00:00:00.000Z,2024-09-23
135,Digitex Futures,DGTX,0.04630985,1574415.02941664,38013443.71294908,820850000.0,1000000000.0,,-0.817315,-5.05157,3.54425,2018-05-23T00:00:00.000Z,2024-09-23
136,WaykiChain,WICC,0.19980681,7212696.35878033,37763486.246304,189000000.0,210000000.0,,12.2644,20.372,27.3693,2018-01-09T00:00:00.000Z,2024-09-23
137,Aeternity,AE,0.11862117,9739571.3799405,36661510.64158071,309063818.5,354884762.49932,,1.7188,1.40944,10.1279,2017-06-01T00:00:00.000Z,2024-09-23
138,Aion,AION,0.08710928,4475860.81919887,36590039.39830577,420047526.0,420047526.0,,-0.905791,-3.8894,6.83323,2017-10-18T00:00:00.000Z,2024-09-23
139,Swipe,SXP,0.57535575,5898216.12537865,36193250.43924151,62905864.079,299969953.079,,1.41099,-2.43535,-1.24944,2019-08-26T00:00:00.000Z,2024-09-23
140,Loopring,LRC,0.03437886,1903910.2646462,36178813.44581401,1052356480.37201,1374813985.1631,,-0.773235,-3.44695,6.95373,2017-08-30T00:00:00.000Z,2024-09-23
141,WhiteCoin,XWC,0.14276188,2740116.95918835,35716684.84545817,250183629.19257,250183629.19257,,-1.32291,-0.183086,15.6182,2014-04-18T00:00:00.000Z,2024-09-23
142,Ripio Credit Network,RCN,0.07016517,301237.98505473,35633230.21753699,507847856.76109,999942647.35309,,-0.603335,-2.09344,-0.390241,2017-10-26T00:00:00.000Z,2024-09-23
143,Insolar,XNS,0.88597351,1056398.74623629,35438940.59052,40000000.0,1000000000.0,1000000000.0,-0.114897,1.21677,-0.833197,2018-01-11T00:00:00.000Z,2024-09-23
144,RSK Infrastructure Framework,RIF,0.05985407,6300735.98639166,35380540.41924465,591113346.592914,1000000000.0,,-0.251213,-5.8745,10.5528,2019-01-16T00:00:00.000Z,2024-09-23
145,PRIZM,PZM,0.03467424,596985.08662531,35218684.39353058,1015701819.01,6000000000.0,,-1.02029,-10.1626,-32.5302,2017-05-19T00:00:00.000Z,2024-09-23
146,Handshake ,HNS,0.1298112,5598187.75199059,34970377.41862622,269394147.368,269394147.368,2040000000.0,-0.257612,0.811431,7.92326,2020-02-22T00:00:00.000Z,2024-09-23
147,Chiliz,CHZ,0.00764708,2928613.3485895,34925295.00121408,4567138626.0,8888888888.0,,-0.269186,-2.51514,11.2702,2019-07-01T00:00:00.000Z,2024-09-23
148,STASIS EURO,EURS,1.09113221,569365.43006622,34893542.73376571,31979207.0,31979207.0,,-0.128337,-0.918736,0.88537,2018-07-30T00:00:00.000Z,2024-09-23
149,CyberVein,CVT,0.03248477,2706325.59783048,34446992.66324291,1060404495.65,2147483648.0,,0.360532,-5.88353,15.8158,2018-04-17T00:00:00.000Z,2024-09-23
150,Power Ledger,POWR,0.07995014,5003645.12915827,34380218.48812433,430020728.069275,999785291.0,,2.92275,-2.56481,28.2993,2017-11-01T00:00:00.000Z,2024-09-23
