Rank,Name,Symbol,Price,Volume_24h,Market_Cap,Circulating_Supply,Total_Supply,Max_Supply,Percent_Change_1h,Percent_Change_24h,Percent_Change_7d,Date_Added,Capture_Date
31,SingularDTV,SNGLS,0.0184436,13438.43359375,11066162.95874118,600000000.0,1000000000.0,,-1.8627,12.3906,45.7685,2016-10-03T00:00:00.000Z,2024-09-23
32,Stratis,STRAT,0.10979998,312381.59375,10794715.29425229,98312542.35577,98312542.35577,,1.99171,16.0105,18.48,2016-08-12T00:00:00.000Z,2024-09-23
33,BitConnect,BCC,1.73952007,200786.4375,9887094.16403014,5683805.73346115,5683805.73346115,28000000.0,0.122123,9.5275,-2.97087,2017-01-20T00:00:00.000Z,2024-09-23
34,Siacoin,SC,0.00040331,123414.7265625,9788263.34892359,24269699610.0,24269699610.0,,-1.19224,7.86639,9.31472,2015-08-26T00:00:00.000Z,2024-09-23
35,Namecoin,NMC,0.63790423,656786.25,9400411.84751988,14736400.0,14736400.0,,0.337357,19.9173,60.6549,2013-04-28T00:00:00.000Z,2024-09-23
36,Obyte,GBYTE,67.38602448,79718.3984375,9261669.97590638,137442.0,1000000.0,,7.40903,29.5976,29.6927,2016-12-27T00:00:00.000Z,2024-09-23
37,FirstBlood,1ST,0.10363245,90916.8125,8866623.56180026,85558370.5,93468691.0,,4.04444,4.15259,14.5572,2016-09-28T00:00:00.000Z,2024-09-23
38,Nexus,NXS,0.17968383,61002.80859375,8595008.10161145,47834064.39655,47834064.39655,78000000.0,-2.94893,4.79842,41.0007,2015-01-25T00:00:00.000Z,2024-09-23
39,Nxt,NXT,0.00843139,256481.40625,8422963.04655876,998999983.0,998999983.0,1000000000.0,-0.430349,4.86213,1.37364,2013-12-04T00:00:00.000Z,2024-09-23
40,Komodo,KMD,0.08137134,22686.73242188,8196601.84365678,100730824.0,100730824.0,200000000.0,-2.15422,-4.66246,1.66738,2017-02-05T00:00:00.000Z,2024-09-23
41,Zcoin,XZC,4.71648884,754285.75,7907222.3878299,1676506.11696447,1676506.11696447,21400000.0,-1.54202,8.54045,29.1793,2016-10-06T00:00:00.000Z,2024-09-23
42,Neo,NEO,0.15755956,68673.28125,7877977.93745995,50000000.0,100000000.0,100000000.0,2.03866,0.139593,14.9962,2016-09-08T00:00:00.000Z,2024-09-23
43,Storjcoin X,SJCX,0.15457772,36016.39453125,7801250.49008486,50468144.0,500000000.0,,-1.94551,1.09956,2.65944,2014-08-20T00:00:00.000Z,2024-09-23
44,BitCrystals,BCY,0.18416657,12819.84082031,7615616.09450901,41351784.306149,41351784.306149,,-2.32241,2.94052,-23.6641,2015-09-14T00:00:00.000Z,2024-09-23
45,Bytecoin,BCN,4.169e-05,34101.30859375,7612858.29495696,182624505955.31,182624505955.31,184470000000.0,-4.27718,1.29183,-17.8023,2014-06-17T00:00:00.000Z,2024-09-23
46,Counterparty,XCP,2.89443398,36013.9765625,7582557.0138441,2619702.8775785,2619702.8775785,,-1.37949,13.7746,-6.78164,2014-02-15T00:00:00.000Z,2024-09-23
47,Xaurum,XAUR,0.07642747,19104.17382813,6865024.77406117,89824043.0993922,89824043.0993922,,-2.50615,3.68005,-11.3243,2015-04-21T00:00:00.000Z,2024-09-23
48,I/O Coin,IOC,0.41469461,17064.25585938,6767528.92635228,16319307.7698849,16319307.7698849,22000000.0,-2.24757,2.35128,0.14313,2014-08-02T00:00:00.000Z,2024-09-23
49,Syscoin,SYS,0.01146192,68404.09375,6000470.32208716,523513706.028323,523513706.028323,888000000.0,-1.69269,9.11819,5.96241,2014-08-20T00:00:00.000Z,2024-09-23
50,Gulden,NLG,0.0168965,24559.40429688,5782875.18594279,342252744.999999,444272899.999999,,-4.04013,-5.75543,-15.1089,2014-04-08T00:00:00.000Z,2024-09-23
51,Round,ROUND,0.00654183,48962.0546875,5560555.12279272,850000000.0,1000000000.0,,-1.3939,13.3503,747.702,2016-11-21T00:00:00.000Z,2024-09-23
52,BitcoinDark,BTCD,4.09388685,12318.3359375,5276455.9497784,1288862.18407817,1288862.18407817,,-2.9571,2.35946,-4.41227,2014-07-16T00:00:00.000Z,2024-09-23
53,Rubycoin,RBY,0.21650778,5145.20458984,5224112.35272211,24128982.3918339,24128982.3918339,,-0.502761,8.38457,-14.4333,2014-03-20T00:00:00.000Z,2024-09-23
54,Novacoin,NVC,3.0894165,394206.375,5164266.59409575,1671599.341677,1671599.341677,,-0.699537,16.4599,205.851,2013-04-28T00:00:00.000Z,2024-09-23
55,HyperSpace,AMP,0.05818171,236178.953125,4785813.32672645,82256324.0,949291063.0,,-2.66896,20.4761,14.5867,2015-12-04T00:00:00.000Z,2024-09-23
56,YbCoin,YBC,1.36272371,32477.27929688,4112768.07152181,3018049.8415903,3018049.8415903,,0.0,2.3047,-0.347497,2014-01-16T00:00:00.000Z,2024-09-23
57,Chrono.tech,TIME,5.66906452,167672.171875,4025675.34217454,710112.8108,710112.8108,,-2.53154,1.93745,-24.7602,2017-02-26T00:00:00.000Z,2024-09-23
58,Agoras Tokens,AGRS,0.09166855,889.31420898,3850079.25331593,42000000.0,42000000.0,42000000.0,-1.86271,13.992,-10.3198,2015-08-24T00:00:00.000Z,2024-09-23
59,EDC Blockchain,EDC,0.26768649,478984.59375,3646327.34236455,13621634.0,7552460193.0,100000000000.0,-3.23873,23.8082,59.8118,2016-08-24T00:00:00.000Z,2024-09-23
60,Nexium,NXC,0.05409727,75217.90625,3598635.86640233,66521586.0,66521586.0,,-2.09498,1.39149,-5.73669,2016-12-12T00:00:00.000Z,2024-09-23
61,SolarCoin,SLR,0.09834744,10847.72460938,3437042.45536646,34947960.4422455,98034120915.4248,,-1.83276,26.5822,10.6566,2014-03-29T00:00:00.000Z,2024-09-23
62,BlackCoin,BLK,0.04356699,76687.5234375,3312164.60949348,76024636.0961224,76024636.0961224,,1.1163,5.04314,15.3696,2014-02-28T00:00:00.000Z,2024-09-23
63,PotCoin,POT,0.01531485,59980.01171875,3310581.69948073,216168117.746463,216168117.746463,420000000.0,-0.769086,4.11026,-15.7693,2014-02-10T00:00:00.000Z,2024-09-23
64,NavCoin,NAV,0.05268407,45530.6796875,3202575.91111737,60788317.8230065,60788317.8230065,,-1.75089,4.61832,24.7031,2014-06-12T00:00:00.000Z,2024-09-23
65,Boolberry,BBR,0.30387571,30099.63867188,2812937.69994465,9256869.0597679,9256869.0597679,18450000.0,-2.52392,5.34775,43.8569,2014-06-24T00:00:00.000Z,2024-09-23
66,Creditbit,CRB,0.218904,188180.96875,2750992.35880881,12567117.6169102,12567117.6169102,,1.49632,6.25549,-21.3064,2016-01-16T00:00:00.000Z,2024-09-23
67,Omni,OMNI,4.73773623,6064.39160156,2645309.3864184,558348.81063832,614664.81063832,,-1.51104,18.967,38.9316,2013-12-24T00:00:00.000Z,2024-09-23
68,Aeon,AEON,0.18334746,12450.60546875,2525303.35499886,13773320.368374,13773320.368374,,-1.80728,10.0888,15.7854,2015-08-04T00:00:00.000Z,2024-09-23
69,Expanse,EXP,0.36718485,59582.6015625,2435050.63324854,6631675.16091403,15631675.160914,100000000.0,-1.9956,9.89809,43.9029,2015-09-15T00:00:00.000Z,2024-09-23
70,Golos,GOLOS,0.01941861,4388.42773438,2327555.84834822,119862134.337,119862134.337,,6.80062,76.2925,52.6022,2016-12-12T00:00:00.000Z,2024-09-23
71,CloakCoin,CLOAK,0.45975074,29536.23242188,2284747.92828888,4969536.144173,4969536.144173,,-6.0654,14.9918,-44.036,2014-06-07T00:00:00.000Z,2024-09-23
72,VPNCoin,VASH,0.00550888,243799.75,2205424.79090395,400339746.0,400339746.0,,0.0,6.65633,-31.8919,2014-11-23T00:00:00.000Z,2024-09-23
73,DigiByte,DGB,0.00026891,30450.95703125,2180039.00589596,8107031907.79451,8107031907.79451,21000000000.0,-0.239084,11.9519,11.394,2014-02-06T00:00:00.000Z,2024-09-23
74,GridCoin,GRC,0.00560692,3336.01538086,2176305.65133671,388146178.23982,388146178.23982,,-1.24837,3.20708,-2.22494,2015-02-28T00:00:00.000Z,2024-09-23
75,BitBay,BAY,0.0021356,24976.22460938,2151362.17199532,1007378936.1864,1007378936.1864,,-0.74173,12.6069,33.0773,2014-11-16T00:00:00.000Z,2024-09-23
76,SuperNET,UNITY,2.62017226,1206.87072754,2138220.39567043,816060.9997,816060.9997,,-2.16138,8.21484,-3.18544,2014-10-01T00:00:00.000Z,2024-09-23
77,Veros,VRS,0.03762724,24865.07421875,2047617.49860284,54418494.89104,10000000000.0,,0.180705,-11.4966,-22.9971,2016-11-29T00:00:00.000Z,2024-09-23
78,Clams,CLAM,0.93762469,104430.75,2041225.20776782,2177017.33240167,16101187.1304893,,-3.07022,6.1343,5.69651,2014-08-26T00:00:00.000Z,2024-09-23
79,SIBCoin,SIB,0.14694427,5486.08886719,2035662.2086059,13853294.2795738,13853294.2795738,29000000.0,-1.51075,3.98937,-13.3171,2015-09-25T00:00:00.000Z,2024-09-23
80,ZClassic,ZCL,2.3784647,56800.1015625,1972252.65904665,829212.5,829212.5,21000000.0,-1.91568,10.3968,122.181,2016-11-09T00:00:00.000Z,2024-09-23
81,ION,ION,0.16141005,835.80187988,1899193.40544245,11766264.99941,17666264.99941,,-3.18107,-3.95643,-17.8915,2016-06-08T00:00:00.000Z,2024-09-23
82,Burst,BURST,0.00109072,88323.1171875,1886847.91983563,1729907944.0,1729907944.0,2158812800.0,-3.94936,12.2376,11.4559,2014-08-30T00:00:00.000Z,2024-09-23
83,MonaCoin,MONA,0.03982123,1658.71887207,1877383.82858884,47145299.9939447,47145299.9939447,,-3.2561,-0.93658,-3.1563,2014-03-20T00:00:00.000Z,2024-09-23
84,LoMoCoin,LMC,0.00908337,4370.77978516,1848899.03780531,203547764.546487,288547764.546487,,-1.86271,-3.14163,-24.5479,2016-09-09T00:00:00.000Z,2024-09-23
85,Radium,RADS,0.56037652,15237.1953125,1775958.76603406,3169224.06103828,3169224.06103828,9000000.0,-0.763412,12.7828,4.28474,2016-01-18T00:00:00.000Z,2024-09-23
86,Ubiq,UBQ,0.0475449,16559.34765625,1735818.19656121,36509032.9477163,36509032.9477163,,-0.66774,26.3831,19.2982,2014-09-07T00:00:00.000Z,2024-09-23
87,Pascal,PASC,0.22784144,300314.125,1696917.45346785,7447800.0,7447800.0,42000000.0,-4.33919,-0.111667,41.7041,2016-12-06T00:00:00.000Z,2024-09-23
88,vSlice,VSL,0.05081903,3487.40185547,1696872.68288351,33390496.0333756,33390496.0333756,,-1.66499,14.7226,4.31946,2016-12-17T00:00:00.000Z,2024-09-23
89,Vertcoin,VTC,0.04610677,18758.49609375,1567075.8601269,33987979.7515957,33987979.7515957,84000000.0,-0.380574,21.3795,21.3673,2014-01-20T00:00:00.000Z,2024-09-23
90,Bela,BELA,0.04681411,35130.5859375,1523937.26508953,32552950.0,32552950.0,,-0.931181,6.75724,-13.4011,2014-03-20T00:00:00.000Z,2024-09-23
91,Lykke,LKK,0.0486966,4510.59277344,1460897.99702167,30000000.0,1285690000.0,,0.00670338,-0.219433,2.57551,2016-11-14T00:00:00.000Z,2024-09-23
92,DubaiCoin,DBIC,0.23725945,8352.57128906,1408719.63260443,5937464.8596929,5937464.8596929,,-0.62777,-6.76683,-11.9146,2016-03-07T00:00:00.000Z,2024-09-23
93,NautilusCoin,NAUT,0.08613558,75698.4921875,1393673.70277643,16180000.0,16180000.0,,-1.65545,1.76588,13.89,2014-05-15T00:00:00.000Z,2024-09-23
94,LBRY Credits,LBC,0.02499104,49231.765625,1375875.31986727,55054738.0,452954738.0,1083202000.0,-1.99451,4.04277,26.1248,2016-07-07T00:00:00.000Z,2024-09-23
95,Auroracoin,AUR,0.14513202,5068.32568359,1256573.22324711,8658139.13596773,8658139.13596773,21000000.0,-1.45827,3.43901,-8.49412,2014-02-27T00:00:00.000Z,2024-09-23
96,SounDAC,XSD,0.00090734,1721.89599609,1247445.79850402,1374840478.2993,1524840478.2993,,-0.997541,32.3071,,2015-05-07T00:00:00.000Z,2024-09-23
97,Feathercoin,FTC,0.0078096,5337.10058594,1215322.60068361,155619080.0,155619080.0,336000000.0,-1.15425,2.13153,22.2685,2013-05-03T00:00:00.000Z,2024-09-23
98,Curecoin,CURE,0.04430756,3116.34741211,1171106.74806643,26431310.0,26431310.0,,-1.47899,6.91762,-3.60535,2014-05-26T00:00:00.000Z,2024-09-23
99,Pepe Cash,PEPECASH,0.00162913,1529.71765137,1143463.06213217,701884009.0,701884009.0,,-2.69578,6.73566,-10.9857,2016-09-29T00:00:00.000Z,2024-09-23
100,Viacoin,VIA,0.04820356,11377.72265625,1083571.08820099,22479068.75,22479068.75,23176392.0,-0.787155,12.5089,32.2948,2014-07-18T00:00:00.000Z,2024-09-23
101,Steem Dollars,SBD,1.02199376,20663.09960938,1073464.69662686,1050363.263,1050363.263,,-0.148,5.33411,0.890092,2016-07-18T00:00:00.000Z,2024-09-23
102,FairCoin,FAIR,0.0200136,1553.62158203,1060448.44883708,52986380.276395,52986380.276395,,-1.66181,6.46155,-25.5085,2014-03-22T00:00:00.000Z,2024-09-23
103,Yocoin,YOC,0.01485536,27816.12890625,1038669.56451207,69918830.07,200000000.0,,-1.14543,2.83106,60.8778,2016-01-21T00:00:00.000Z,2024-09-23
104,Global Currency Reserve,GCR,0.00989512,1481.01843262,1012557.66212521,102328975.327691,102328975.327691,,-1.6136,1.1363,-23.8656,2015-08-26T00:00:00.000Z,2024-09-23
105,EarthCoin,EAC,0.00010568,11656.4765625,987749.69336309,9346468332.44513,9346468332.44513,,5.70252,7.17033,-7.11449,2013-12-28T00:00:00.000Z,2024-09-23
106,Primecoin,XPM,0.0536733,13531.57421875,986369.27229692,18377281.1502737,18377281.1502737,,-0.479836,0.717246,4.35713,2013-07-11T00:00:00.000Z,2024-09-23
107,Adzcoin,ADZ,0.0177206,6067.61669922,949664.50676134,53591000.01009,53591000.01009,84000000.0,-3.65666,6.98845,-11.4432,2015-12-26T00:00:00.000Z,2024-09-23
108,Incent,INCNT,0.04117773,10299.2890625,947429.99675626,23008312.0,46016625.0,,-1.96088,3.63977,-14.071,2016-12-07T00:00:00.000Z,2024-09-23
109,Blocknet,BLOCK,0.23928995,3549.59985352,935747.27556617,3910516.33690673,3910516.33690673,,-1.81563,15.29,63.7032,2014-11-01T00:00:00.000Z,2024-09-23
110,VeriCoin,VRC,0.03046446,3141.85131836,914369.35162001,30014295.983132,30014295.983132,,-1.72985,3.92614,-5.18672,2014-05-16T00:00:00.000Z,2024-09-23
111,BlockPay,BLOCKPAY,0.164378,3752.18310547,892293.10980886,5428300.0,98928316.0,,-0.332315,-1.21417,6.49766,2016-09-05T00:00:00.000Z,2024-09-23
112,Crown,CRW,0.0724132,6515.51074219,878189.37017734,12127476.5726532,12127476.5726532,42000000.0,17.4795,103.484,139.086,2014-11-08T00:00:00.000Z,2024-09-23
113,ReddCoin,RDD,3.026e-05,1141.05993652,855587.13264305,28279196459.3396,28279196459.3396,,-1.68383,24.6585,-0.727924,2014-02-10T00:00:00.000Z,2024-09-23
114,Shift,SHIFT,0.08055493,7129.27929688,853835.80277637,10599423.0,10599423.0,,-4.12825,5.09995,51.8133,2015-09-05T00:00:00.000Z,2024-09-23
115,vTorrent,VTR,0.07494593,1715.69165039,810612.6619544,10815965.822651,10815965.822651,20000000.0,8.09552,10.1021,71.3106,2014-12-25T00:00:00.000Z,2024-09-23
116,Bitmark,BTM,0.20735836,21696.7890625,808942.24514346,3901179.79333005,3901179.79333005,,4.43725,1.48718,29.1139,2014-08-19T00:00:00.000Z,2024-09-23
117,FLO,FLO,0.00650662,32711.93945313,808106.09990927,124197561.0,124197561.0,160000000.0,1.26007,38.9525,28.481,2013-11-27T00:00:00.000Z,2024-09-23
118,Donu,DONU,0.24766284,6655.95068359,803681.27827442,3245062.0,3245062.0,,4.29857,18.7086,-13.9347,2014-08-26T00:00:00.000Z,2024-09-23
119,Jinn,JINN,13.48179245,3437.85717773,791421.66218949,58703.0,1000000.0,,-0.430415,4.84437,,2014-10-03T00:00:00.000Z,2024-09-23
120,Safex Token,SFT,0.00035249,9205.20410156,756969.93714751,2147483647.0,2147483647.0,,5.9828,20.7873,-0.633722,2016-02-16T00:00:00.000Z,2024-09-23
121,DigitalNote,XDN,0.00010658,8661.37890625,732954.55785882,6877259892.06338,6877259892.06338,10000000000.0,-0.975811,7.92613,-15.8154,2014-06-24T00:00:00.000Z,2024-09-23
122,Vcash,XVC,0.04818833,15696.41699219,731228.65429751,15174394.503836,15174394.503836,,0.654829,-2.25727,-1.14932,2015-03-06T00:00:00.000Z,2024-09-23
123,Qora,QORA,7.256e-05,15016.79101563,725629.65215184,10000000000.0,10000000000.0,,-1.76419,-0.980129,-0.180062,2014-05-26T00:00:00.000Z,2024-09-23
124,Visio,VISIO,0.01393209,769.72918701,698553.0839735,50139862.0958,62139862.0958,,-4.54845,-0.990687,4.98347,2017-03-06T00:00:00.000Z,2024-09-23
125,SpreadCoin,SPR,0.09055959,9550.89941406,694836.5068522,7672699.60885576,7672699.60885576,,21.2528,71.9921,56.5523,2014-10-26T00:00:00.000Z,2024-09-23
126,OBITS,OBITS,0.05614232,6409.48193359,680462.14189687,12120307.0,17074200.0,,-17.719,0.576724,0.228019,2015-11-30T00:00:00.000Z,2024-09-23
127,DNotes,NOTE,0.0057252,7909.47021484,634900.34969384,110895735.715132,110895735.715132,,-0.749301,16.0775,15.3583,2014-03-08T00:00:00.000Z,2024-09-23
128,Jupiter,JUP,0.04582391,9296.10644531,624518.25594425,13628655.1040269,13628655.1040269,,3.87137,30.1413,45.5165,2017-01-12T00:00:00.000Z,2024-09-23
129,MonetaryUnit,MUE,0.00535444,35576.2734375,617906.69620543,115400719.975,115400719.975,4000000000.0,-11.4593,45.8322,114.861,2014-11-01T00:00:00.000Z,2024-09-23
130,OKCash,OK,0.00867173,17221.48046875,612151.33362739,70591583.0773633,70591583.0773633,105000000.0,4.07839,23.2863,-13.628,2014-12-14T00:00:00.000Z,2024-09-23
131,Diamond,DMD,0.30000684,1866.34082031,599082.75845975,1996897.02122741,1996897.02122741,4380000.0,3.32807,23.3064,12.7456,2013-12-19T00:00:00.000Z,2024-09-23
132,Energycoin,ENRG,0.00491415,1257.88366699,593340.30259569,120741241.256427,120741241.256427,,-1.75765,22.8342,16.3984,2014-05-15T00:00:00.000Z,2024-09-23
133,BitSend,BSD,0.04063301,17175.1015625,584678.56229935,14389250.0,14389250.0,,4.65191,130.839,384.807,2014-06-08T00:00:00.000Z,2024-09-23
134,FedoraCoin,TIPS,1.3e-06,692.61462402,577411.04982763,443168182457.772,443168182457.772,,-3.152,-1.91599,-0.0144872,2013-12-31T00:00:00.000Z,2024-09-23
135,Sequence,SEQ,0.01297999,1230.19091797,574780.29452195,44282045.3961625,44282045.3961625,,-1.86271,11.9142,-8.08522,2016-09-24T00:00:00.000Z,2024-09-23
136,GoldCoin,GLC,0.01418201,5356.43847656,568389.59271387,40078211.9999999,40078211.9999999,72245700.0,-2.32992,9.33096,6.19585,2013-06-14T00:00:00.000Z,2024-09-23
137,Wild Beast Block,WBB,0.25413594,4366.79541016,565598.90454289,2225576.25,2225576.25,,-1.99739,16.8227,6.50176,2015-02-28T00:00:00.000Z,2024-09-23
138,Hacker Gold,HKG,0.03374074,1124.03881836,543593.3962037,16110893.0,16110893.0,,-1.87406,20.8963,-30.2741,2016-12-10T00:00:00.000Z,2024-09-23
139,HiCoin,XHI,0.00286473,16926.55859375,543524.85603108,189729990.084181,10189729990.0842,,-3.8536,11.0694,-26.9126,2016-05-04T00:00:00.000Z,2024-09-23
140,FoldingCoin,FLDC,0.00113183,8514.39355469,527243.49216941,465833654.0,1000000000.0,,-2.654,3.62564,-3.23807,2014-09-16T00:00:00.000Z,2024-09-23
141,WorldCoin,WDC,0.00450206,848.9487915,511185.02404152,113544696.5,113544696.5,,-4.60248,-6.15426,8.02227,2013-05-22T00:00:00.000Z,2024-09-23
142,Project Decorum,PDC,0.00990087,3805.65258789,495043.35038364,50000000.0,50000000.0,,-1.86271,5.6826,-17.7547,2016-06-02T00:00:00.000Z,2024-09-23
143,Breakout Stake,BRX,0.07860563,8054.55615234,492706.57022416,6268082.4940254,6268082.4940254,,-20.7248,-9.89071,-65.5183,2016-07-11T00:00:00.000Z,2024-09-23
144,HunterCoin,HUC,0.02927301,4831.20263672,484200.77326164,16540860.0,16540860.0,,-4.53341,14.2645,-20.535,2014-02-14T00:00:00.000Z,2024-09-23
145,Megacoin,MEC,0.01464857,2554.54443359,481739.42595483,32886450.0,32886450.0,42000000.0,1.90198,1.73652,0.198509,2013-07-07T00:00:00.000Z,2024-09-23
146,Swarm City,SWT,0.18378291,1697.87878418,473076.74657163,2574106.36585558,2574106.36585558,,-1.86271,-0.842975,-34.7809,2017-03-03T00:00:00.000Z,2024-09-23
147,Unobtanium,UNO,2.0986414,1982.43200684,414810.18444017,197656.5340396,197656.5340396,,1.45032,19.0487,17.0873,2013-12-21T00:00:00.000Z,2024-09-23
148,Circuits of Value,COVAL,0.00101601,7019.80517578,406402.07007527,400000000.0,1000000000.0,,-1.80728,5.8192,-15.247,2015-01-23T00:00:00.000Z,2024-09-23
149,SaluS,SLS,0.4008348,1246.74157715,402012.33578929,1002937.711446,1002937.711446,,-1.86271,0.90585,14.4672,2016-01-22T00:00:00.000Z,2024-09-23
150,NuShares,NSR,0.00014514,2594.64770508,392216.94458445,2702268334.0,3314686278.0,,-1.80728,10.4669,8.48984,2014-10-25T00:00:00.000Z,2024-09-23
151,TrumpCoin,TRUMP,0.0590477,9301.85644531,385808.2265405,6533840.15364254,6533840.15364254,18000000.0,0.231352,19.3458,-25.9755,2016-03-01T00:00:00.000Z,2024-09-23
152,Advanced Technology Coin,ARC,0.01678921,1114.67529297,381318.4933616,22712117.7146796,22712117.7146796,,4.85735,5.81645,-45.0198,2016-10-19T00:00:00.000Z,2024-09-23
153,BoostCoin,BOST,0.03189353,1548.98034668,378113.367948,11855487.1681898,11855487.1681898,,4.7619,2.11332,0.660065,2014-05-30T00:00:00.000Z,2024-09-23
154,Breakout,BRK,0.02129464,1247.8125,377138.45589821,17710487.20328,17710487.20328,,-1.86271,-2.37405,-25.0062,2016-06-14T00:00:00.000Z,2024-09-23
155,Centurion,CNT,0.00903557,2168.14575195,363881.37345367,40272101.1437867,55272101.1437867,250000000.0,1.82114,6.918,-29.0263,2017-02-21T00:00:00.000Z,2024-09-23
