id,name,symbol,slug,cmcRank,numMarketPairs,circulatingSupply,totalSupply,maxSupply,lastUpdated,dateAdded,tags,quotes,url,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,timestamp
1376,Neo,NEO,neo,25,240,70538831,100000000,100000000.0,2020-05-03T23:59:01.000Z,2016-09-08T00:00:00.000Z,,"[{'name': '2781', 'price': 9.08032324, 'volume24h': 736471836.730705, 'marketCap': 640515386.6301956, 'percentChange1h': -0.145846, 'percentChange24h': -1.86572, 'percentChange7d': 5.2666, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 0.00101019, 'volume24h': 81932.76160536, 'marketCap': 71257.57138291, 'percentChange1h': -0.145846, 'percentChange24h': -1.86572, 'percentChange7d': 5.2666, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#1376,2016-09-08T00:00:00.000Z,100000000.0,70538831,100000000,,25,2020-05-03T23:59:01.000Z,2024-09-24T14:46:44Z
3794,Cosmos,ATOM,cosmos,26,120,190688439.2,237928230.821588,,2020-05-03T23:59:07.000Z,2019-03-14T00:00:00.000Z,,"[{'name': '2781', 'price': 2.77714602, 'volume24h': 181742034.814132, 'marketCap': 529569640.52775395, 'percentChange1h': -0.938052, 'percentChange24h': -3.6907, 'percentChange7d': -1.27855, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 0.00030896, 'volume24h': 20218.86794504, 'marketCap': 58914.81648967, 'percentChange1h': -0.938052, 'percentChange24h': -3.6907, 'percentChange7d': -1.27855, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#3794,2019-03-14T00:00:00.000Z,,190688439.2,237928230.821588,,26,2020-05-03T23:59:07.000Z,2024-09-24T14:46:44Z
1720,IOTA,MIOTA,iota,27,53,2779530283,2779530283,2779530283.0,2020-05-03T23:59:01.000Z,2017-06-13T00:00:00.000Z,,"[{'name': '2781', 'price': 0.18329042, 'volume24h': 8195694.84176081, 'marketCap': 509461280.8815525, 'percentChange1h': -0.495619, 'percentChange24h': -4.67992, 'percentChange7d': 3.82128, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 2.039e-05, 'volume24h': 911.77405322, 'marketCap': 56677.75411335, 'percentChange1h': -0.495619, 'percentChange24h': -4.67992, 'percentChange7d': 3.82128, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#1720,2017-06-13T00:00:00.000Z,2779530283.0,2779530283,2779530283,,27,2020-05-03T23:59:01.000Z,2024-09-24T14:46:44Z
1437,Zcash,ZEC,zcash,28,232,9077475,9077475,21000000.0,2020-05-03T23:59:01.000Z,2016-10-29T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 44.91646844, 'volume24h': 306312956.037383, 'marketCap': 407728119.3106326, 'percentChange1h': -0.412535, 'percentChange24h': -3.94357, 'percentChange7d': 0.142681, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 0.00499697, 'volume24h': 34077.42856136, 'marketCap': 45359.90262381, 'percentChange1h': -0.412535, 'percentChange24h': -3.94357, 'percentChange7d': 0.142681, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#1437,2016-10-29T00:00:00.000Z,21000000.0,9077475,9077475,,28,2020-05-03T23:59:01.000Z,2024-09-24T14:46:44Z
873,NEM,XEM,nem,29,92,8999999999,8999999999,,2020-05-03T23:59:01.000Z,2015-04-01T00:00:00.000Z,,"[{'name': '2781', 'price': 0.04195455, 'volume24h': 6208089.84275856, 'marketCap': 377590993.9383455, 'percentChange1h': 0.326039, 'percentChange24h': -2.9114, 'percentChange7d': 5.18934, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 4.67e-06, 'volume24h': 690.65226903, 'marketCap': 42007.13638693, 'percentChange1h': 0.326039, 'percentChange24h': -2.9114, 'percentChange7d': 5.18934, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#873,2015-04-01T00:00:00.000Z,,8999999999,8999999999,,29,2020-05-03T23:59:01.000Z,2024-09-24T14:46:44Z
1518,Maker,MKR,maker,30,61,1005576.75172367,1005576.75172367,,2020-05-03T23:59:01.000Z,2017-01-29T00:00:00.000Z,,"[{'name': '2781', 'price': 373.33688536, 'volume24h': 2812063.47998272, 'marketCap': 375418892.4829633, 'percentChange1h': -0.381591, 'percentChange24h': 3.27681, 'percentChange7d': 8.11747, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 0.04153387, 'volume24h': 312.8430922, 'marketCap': 41765.48930438, 'percentChange1h': -0.381591, 'percentChange24h': 3.27681, 'percentChange7d': 8.11747, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#1518,2017-01-29T00:00:00.000Z,,1005576.75172367,1005576.75172367,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",30,2020-05-03T23:59:01.000Z,2024-09-24T14:46:44Z
5482,Counos X,CCXX,counos-x,31,4,17172889,18402729,21000000.0,2020-05-03T23:59:10.000Z,2020-04-20T00:00:00.000Z,['mineable'],"[{'name': '2781', 'price': 20.41207603, 'volume24h': 182503.80042833, 'marketCap': 350534315.9965941, 'percentChange1h': -0.0864639, 'percentChange24h': -0.194647, 'percentChange7d': -0.123029, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 0.00227085, 'volume24h': 20.30361465, 'marketCap': 38997.07105507, 'percentChange1h': -0.0864639, 'percentChange24h': -0.194647, 'percentChange7d': -0.123029, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#5482,2020-04-20T00:00:00.000Z,21000000.0,17172889,18402729,,31,2020-05-03T23:59:10.000Z,2024-09-24T14:46:45Z
3085,INO COIN,INO,ino-coin,32,6,180003180,1000000000,,2020-05-03T23:59:04.000Z,2018-08-06T00:00:00.000Z,,"[{'name': '2781', 'price': 1.93235039, 'volume24h': 434482.71225183, 'marketCap': 347829214.34702736, 'percentChange1h': 0.0136271, 'percentChange24h': -1.49913, 'percentChange7d': 6.90842, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 0.00021497, 'volume24h': 48.33636089, 'marketCap': 38696.12750568, 'percentChange1h': 0.0136271, 'percentChange24h': -1.49913, 'percentChange7d': 6.90842, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#3085,2018-08-06T00:00:00.000Z,,180003180,1000000000,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc9859fccc876e6b4b3c749c5d29ea04f48acb74f'}",32,2020-05-03T23:59:04.000Z,2024-09-24T14:46:45Z
3897,OKB,OKB,okb,33,50,60000000,300000000,,2020-05-03T23:59:08.000Z,2019-04-30T00:00:00.000Z,,"[{'name': '2781', 'price': 5.35408839, 'volume24h': 82012655.1475959, 'marketCap': 321245303.217, 'percentChange1h': -0.113969, 'percentChange24h': -4.1327, 'percentChange7d': 8.9809, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 0.00059564, 'volume24h': 9123.93792634, 'marketCap': 35738.6576548, 'percentChange1h': -0.113969, 'percentChange24h': -4.1327, 'percentChange7d': 8.9809, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#3897,2019-04-30T00:00:00.000Z,,60000000,300000000,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x75231f58b43240c9718dd58b4967c5114342a86c'}",33,2020-05-03T23:59:08.000Z,2024-09-24T14:46:45Z
2566,Ontology,ONT,ontology,34,121,656746573,1000000000,,2020-05-03T23:59:01.000Z,2018-03-08T00:00:00.000Z,,"[{'name': '2781', 'price': 0.48881097, 'volume24h': 108817841.22986, 'marketCap': 321024930.2217767, 'percentChange1h': -0.35507, 'percentChange24h': -3.97528, 'percentChange7d': -0.541643, 'lastUpdated': '2020-05-03T00:00:00.000Z'}, {'name': '1', 'price': 5.438e-05, 'volume24h': 12106.02469671, 'marketCap': 35714.14107836, 'percentChange1h': -0.35507, 'percentChange24h': -3.97528, 'percentChange7d': -0.541643, 'lastUpdated': '2020-05-03T12:00:00Z'}]",https://coinmarketcap.com/historical/20200503/#2566,2018-03-08T00:00:00.000Z,,656746573,1000000000,,34,2020-05-03T23:59:01.000Z,2024-09-24T14:46:45Z
