id,name,symbol,slug,cmcRank,numMarketPairs,circulatingSupply,totalSupply,maxSupply,lastUpdated,dateAdded,tags,quotes,url,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank,last_updated,timestamp
1,Bitcoin,BTC,bitcoin,1,9747,18596737.0,18596737.0,21000000.0,2021-01-10T23:00:00.000Z,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channels']","[{'name': '2781', 'price': 38356.43950662, 'volume24h': 79980747690.35463, 'marketCap': 713304617760.9486, 'percentChange1h': -0.548860112353, 'percentChange24h': -4.715261148526, 'percentChange7d': 17.004486854118, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 1, 'volume24h': 1976249.7217652, 'marketCap': 17625092.2014562, 'percentChange1h': 0, 'percentChange24h': 0, 'percentChange7d': 0, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1,2013-04-28T00:00:00.000Z,21000000.0,18596737.0,18596737.0,,1,2021-01-10T23:00:00.000Z,2024-09-24T15:09:16Z
1027,Ethereum,ETH,ethereum,2,5947,114199303.624,114199303.624,,2021-01-10T23:00:00.000Z,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts']","[{'name': '2781', 'price': 1262.24666381, 'volume24h': 40616938052.61099, 'marketCap': 144147690008.65298, 'percentChange1h': -0.959166796583, 'percentChange24h': -1.469905628938, 'percentChange7d': 29.393822197197, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.03118894, 'volume24h': 1003606.67839952, 'marketCap': 3561755.05354835, 'percentChange1h': -0.959166796583, 'percentChange24h': -1.469905628938, 'percentChange7d': 29.393822197197, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1027,2015-08-07T00:00:00.000Z,,114199303.624,114199303.624,,2,2021-01-10T23:00:00.000Z,2024-09-24T15:09:16Z
825,Tether,USDT,tether,3,9889,24224312724.63423,24781627122.352524,,2021-01-10T23:00:00.000Z,2015-02-25T00:00:00.000Z,"['store-of-value', 'payments', 'stablecoin', 'stablecoin-asset-backed']","[{'name': '2781', 'price': 1.00022348, 'volume24h': 135437984723.47015, 'marketCap': 24229726418.888645, 'percentChange1h': -0.032681634555, 'percentChange24h': -0.271527004839, 'percentChange7d': -0.029047860665, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 2.471e-05, 'volume24h': 3346546.35466074, 'marketCap': 598693.95418956, 'percentChange1h': -0.032681634555, 'percentChange24h': -0.271527004839, 'percentChange7d': -0.029047860665, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#825,2015-02-25T00:00:00.000Z,,24224312724.63423,24781627122.352524,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}",3,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
52,XRP,XRP,xrp,4,684,45404028640.0,99990831162.0,100000000000.0,2021-01-10T23:00:00.000Z,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain']","[{'name': '2781', 'price': 0.31833641, 'volume24h': 9647740012.278093, 'marketCap': 14453755388.352276, 'percentChange1h': 1.035966968883, 'percentChange24h': -2.624468165312, 'percentChange7d': 40.951497227362, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 7.87e-06, 'volume24h': 238386.66260964, 'marketCap': 357138.82264867, 'percentChange1h': 1.035966968883, 'percentChange24h': -2.624468165312, 'percentChange7d': 40.951497227362, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#52,2013-08-04T00:00:00.000Z,100000000000.0,45404028640.0,99990831162.0,,4,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
2,Litecoin,LTC,litecoin,5,749,66245617.91134237,66245617.91134237,84000000.0,2021-01-10T23:00:00.000Z,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain']","[{'name': '2781', 'price': 171.11484357, 'volume24h': 12774461582.482088, 'marketCap': 11335608545.879465, 'percentChange1h': 0.258732181246, 'percentChange24h': -3.588545642738, 'percentChange7d': 6.819538063717, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00422809, 'volume24h': 315645.03805114, 'marketCap': 280092.32073652, 'percentChange1h': 0.258732181246, 'percentChange24h': -3.588545642738, 'percentChange7d': 6.819538063717, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#2,2013-04-28T00:00:00.000Z,84000000.0,66245617.91134237,66245617.91134237,,5,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
1831,Bitcoin Cash,BCH,bitcoin-cash,6,597,18600862.5,18600862.5,21000000.0,2021-01-10T23:00:00.000Z,2017-07-23T00:00:00.000Z,"['mineable', 'marketplace', 'enterprise-solutions', 'binance-chain']","[{'name': '2781', 'price': 603.5962762, 'volume24h': 18670984543.77998, 'marketCap': 11227411339.169931, 'percentChange1h': 1.209746035426, 'percentChange24h': 5.172383908105, 'percentChange7d': 43.103550463232, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.0149143, 'volume24h': 461342.62400972, 'marketCap': 277418.86861423, 'percentChange1h': 1.209746035426, 'percentChange24h': 5.172383908105, 'percentChange7d': 43.103550463232, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1831,2017-07-23T00:00:00.000Z,21000000.0,18600862.5,18600862.5,,6,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
2010,Cardano,ADA,cardano,7,224,31112484646.0,45000000000.0,45000000000.0,2021-01-10T23:00:00.000Z,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-chain']","[{'name': '2781', 'price': 0.3048953, 'volume24h': 3732911205.622683, 'marketCap': 9486050469.154648, 'percentChange1h': -0.025900055051, 'percentChange24h': -8.432379221361, 'percentChange7d': 48.732780502384, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 7.53e-06, 'volume24h': 92236.75627598, 'marketCap': 234391.46471718, 'percentChange1h': -0.025900055051, 'percentChange24h': -8.432379221361, 'percentChange7d': 48.732780502384, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#2010,2017-10-01T00:00:00.000Z,45000000000.0,31112484646.0,45000000000.0,,7,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
6636,Polkadot,DOT,polkadot-new,8,113,898558018.2621486,1032617235.9531187,,2021-01-10T23:00:00.000Z,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain']","[{'name': '2781', 'price': 9.30504759, 'volume24h': 1603968712.263802, 'marketCap': 8361125118.441097, 'percentChange1h': 0.841885965265, 'percentChange24h': -4.834620416614, 'percentChange7d': -7.258192215917, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00022992, 'volume24h': 39632.57174843, 'marketCap': 206595.60789472, 'percentChange1h': 0.841885965265, 'percentChange24h': -4.834620416614, 'percentChange7d': -7.258192215917, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#6636,2020-08-19T00:00:00.000Z,,898558018.2621486,1032617235.9531187,,8,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
1975,Chainlink,LINK,chainlink,9,434,400509556.4344444,1000000000.0,1000000000.0,2021-01-10T23:00:00.000Z,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot']","[{'name': '2781', 'price': 16.24742979, 'volume24h': 3058197027.3741407, 'marketCap': 6507250898.169795, 'percentChange1h': -0.665408483414, 'percentChange24h': -7.724446817695, 'percentChange7d': 19.027287130571, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00040146, 'volume24h': 75565.19786299, 'marketCap': 160788.10399162, 'percentChange1h': -0.665408483414, 'percentChange24h': -7.724446817695, 'percentChange7d': 19.027287130571, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1975,2017-09-20T00:00:00.000Z,1000000000.0,400509556.4344444,1000000000.0,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x514910771af9ca656af840dff83e8264ecf986ca'}",9,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
512,Stellar,XLM,stellar,10,337,22034677966.19647,50001803558.87172,50001806812.0,2021-01-10T23:00:00.000Z,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange', 'smart-contracts']","[{'name': '2781', 'price': 0.28874908, 'volume24h': 1949483668.0404034, 'marketCap': 6362493022.634627, 'percentChange1h': -0.216689825205, 'percentChange24h': -7.433078873965, 'percentChange7d': 111.65722927527, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 7.13e-06, 'volume24h': 48169.9242356, 'marketCap': 157211.27182249, 'percentChange1h': -0.216689825205, 'percentChange24h': -7.433078873965, 'percentChange7d': 111.65722927527, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#512,2014-08-05T00:00:00.000Z,50001806812.0,22034677966.19647,50001803558.87172,,10,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
1839,Binance Coin,BNB,binance-coin,11,467,144406560.9,176406560.9,176406561.0,2021-01-10T23:00:00.000Z,2017-07-25T00:00:00.000Z,"['marketplace', 'payments']","[{'name': '2781', 'price': 42.44847546, 'volume24h': 701488831.5517682, 'marketCap': 6129838356.332584, 'percentChange1h': -0.007135788373, 'percentChange24h': -3.378744716562, 'percentChange7d': 3.158024986114, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00104886, 'volume24h': 17333.13513825, 'marketCap': 151462.59188608, 'percentChange1h': -0.007135788373, 'percentChange24h': -3.378744716562, 'percentChange7d': 3.158024986114, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1839,2017-07-25T00:00:00.000Z,176406561.0,144406560.9,176406560.9,,11,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
3408,USD Coin,USDC,usd-coin,12,656,4716350875.864881,4800714465.094788,,2021-01-10T23:00:00.000Z,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'stablecoin-asset-backed']","[{'name': '2781', 'price': 1.0000899, 'volume24h': 1917152177.8482018, 'marketCap': 4716774854.911131, 'percentChange1h': 0.001344503582, 'percentChange24h': 0.031306537953, 'percentChange7d': 0.035408029826, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 2.471e-05, 'volume24h': 47371.04325059, 'marketCap': 116547.1099462, 'percentChange1h': 0.001344503582, 'percentChange24h': 0.031306537953, 'percentChange7d': 0.035408029826, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#3408,2018-10-08T00:00:00.000Z,,4716350875.864881,4800714465.094788,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48'}",12,2021-01-10T23:00:00.000Z,2024-09-24T15:09:17Z
3602,Bitcoin SV,BSV,bitcoin-sv,13,219,18621726.64423905,18621726.64423905,21000000.0,2021-01-10T23:00:00.000Z,2018-11-09T00:00:00.000Z,"['mineable', 'medium-of-exchange']","[{'name': '2781', 'price': 253.70502528, 'volume24h': 4205155207.079184, 'marketCap': 4724425629.067496, 'percentChange1h': 2.104326413072, 'percentChange24h': -10.827323817156, 'percentChange7d': 48.02732757782, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00626881, 'volume24h': 103905.46535203, 'marketCap': 116736.15344397, 'percentChange1h': 2.104326413072, 'percentChange24h': -10.827323817156, 'percentChange7d': 48.02732757782, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#3602,2018-11-09T00:00:00.000Z,21000000.0,18621726.64423905,18621726.64423905,,13,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,14,94,115710.93990667,115710.93990667,21000000.0,2021-01-10T23:00:00.000Z,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'stablecoin', 'stablecoin-asset-backed']","[{'name': '2781', 'price': 38332.33917873, 'volume24h': 219986622.12446076, 'marketCap': 4435470995.1924305, 'percentChange1h': -0.537898277585, 'percentChange24h': -4.733058221651, 'percentChange7d': 16.129995307543, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.94715637, 'volume24h': 5435.66437324, 'marketCap': 109596.35378857, 'percentChange1h': -0.537898277585, 'percentChange24h': -4.733058221651, 'percentChange7d': 16.129995307543, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#3717,2019-01-30T00:00:00.000Z,21000000.0,115710.93990667,115710.93990667,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599'}",14,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
328,Monero,XMR,monero,15,186,17809780.12535877,17809780.12535877,,2021-01-10T23:00:00.000Z,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'ringct']","[{'name': '2781', 'price': 185.13798284, 'volume24h': 2265991619.0591006, 'marketCap': 3297266767.2071986, 'percentChange1h': 4.873400820467, 'percentChange24h': 25.461839582216, 'percentChange7d': 34.095357892292, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00457459, 'volume24h': 55990.54067393, 'marketCap': 81472.38828657, 'percentChange1h': 4.873400820467, 'percentChange24h': 25.461839582216, 'percentChange7d': 34.095357892292, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#328,2014-05-21T00:00:00.000Z,,17809780.12535877,17809780.12535877,,15,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
1765,EOS,EOS,eos,16,474,939365114.3106,1026065125.6814,,2021-01-10T23:00:00.000Z,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'binance-chain']","[{'name': '2781', 'price': 3.0872878, 'volume24h': 9057323705.29444, 'marketCap': 2900090457.825286, 'percentChange1h': -0.160339919812, 'percentChange24h': -14.873006910296, 'percentChange7d': 10.455473027689, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 7.628e-05, 'volume24h': 223798.02601775, 'marketCap': 71658.5319077, 'percentChange1h': -0.160339919812, 'percentChange24h': -14.873006910296, 'percentChange7d': 10.455473027689, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1765,2017-07-01T00:00:00.000Z,,939365114.3106,1026065125.6814,,16,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
1958,TRON,TRX,tron,17,483,71659657369.49,100850743811.66246,,2021-01-10T23:00:00.000Z,2017-09-13T00:00:00.000Z,"['media', 'payments']","[{'name': '2781', 'price': 0.03293481, 'volume24h': 2238339640.032445, 'marketCap': 2360097139.080241, 'percentChange1h': 0.406069947101, 'percentChange24h': -3.205960726058, 'percentChange7d': 11.664173964342, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 8.1e-07, 'volume24h': 55307.28604783, 'marketCap': 58315.80035365, 'percentChange1h': 0.406069947101, 'percentChange24h': -3.205960726058, 'percentChange7d': 11.664173964342, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1958,2017-09-13T00:00:00.000Z,,71659657369.49,100850743811.66246,,17,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
873,NEM,XEM,nem,18,101,8999999999.0,8999999999.0,8999999999.0,2021-01-10T23:00:00.000Z,2015-04-01T00:00:00.000Z,"['poi', 'medium-of-exchange', 'payments', 'smart-contracts']","[{'name': '2781', 'price': 0.23555414, 'volume24h': 132414925.12497137, 'marketCap': 2119987262.4491458, 'percentChange1h': 1.040195850471, 'percentChange24h': -2.425422370405, 'percentChange7d': 11.911978589501, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 5.82e-06, 'volume24h': 3271.84936991, 'marketCap': 52382.90911934, 'percentChange1h': 1.040195850471, 'percentChange24h': -2.425422370405, 'percentChange7d': 11.911978589501, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#873,2015-04-01T00:00:00.000Z,8999999999.0,8999999999.0,8999999999.0,,18,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
2011,Tezos,XTZ,tezos,19,163,756305179.079493,756305179.079493,,2021-01-10T23:00:00.000Z,2017-10-06T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts', 'binance-chain']","[{'name': '2781', 'price': 2.77125099, 'volume24h': 600574981.8321186, 'marketCap': 2095911475.5760741, 'percentChange1h': 3.951329730631, 'percentChange24h': 4.936088259352, 'percentChange7d': 29.903576388696, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 6.848e-05, 'volume24h': 14839.64797803, 'marketCap': 51788.01886784, 'percentChange1h': 3.951329730631, 'percentChange24h': 4.936088259352, 'percentChange7d': 29.903576388696, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#2011,2017-10-06T00:00:00.000Z,,756305179.079493,756305179.079493,,19,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
2416,THETA,THETA,theta,20,42,1000000000.0,1000000000.0,1000000000.0,2021-01-10T23:00:00.000Z,2018-01-17T00:00:00.000Z,"['media', 'collectibles-nfts', 'content-creation', 'video']","[{'name': '2781', 'price': 1.99029991, 'volume24h': 120114659.04253292, 'marketCap': 1990299909.56865, 'percentChange1h': 1.15079780416, 'percentChange24h': -2.562141142624, 'percentChange7d': -6.179138579214, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 4.918e-05, 'volume24h': 2967.92126065, 'marketCap': 49178.4555171, 'percentChange1h': 1.15079780416, 'percentChange24h': -2.562141142624, 'percentChange7d': -6.179138579214, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#2416,2018-01-17T00:00:00.000Z,1000000000.0,1000000000.0,1000000000.0,,20,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
1376,Neo,NEO,neo,21,273,70538831.0,100000000.0,100000000.0,2021-01-10T23:00:00.000Z,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']","[{'name': '2781', 'price': 24.98313049, 'volume24h': 1929903780.9714262, 'marketCap': 1762280819.4144409, 'percentChange1h': 0.216605589193, 'percentChange24h': 17.236253249197, 'percentChange7d': 56.531337887427, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00061731, 'volume24h': 47686.12347742, 'marketCap': 43544.31634627, 'percentChange1h': 0.216605589193, 'percentChange24h': 17.236253249197, 'percentChange7d': 56.531337887427, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1376,2016-09-08T00:00:00.000Z,100000000.0,70538831.0,100000000.0,,21,2021-01-10T23:00:00.000Z,2024-09-24T15:09:18Z
3635,Crypto.com Coin,CRO,crypto-com-coin,22,103,22620091322.86759,100000000000.0,100000000000.0,2021-01-10T23:00:00.000Z,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'mobile', 'payments']","[{'name': '2781', 'price': 0.07784684, 'volume24h': 100076336.04763915, 'marketCap': 1760902562.5157266, 'percentChange1h': 0.679395851683, 'percentChange24h': -6.044749654773, 'percentChange7d': 30.259270131648, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 1.92e-06, 'volume24h': 2472.79297807, 'marketCap': 43510.26090304, 'percentChange1h': 0.679395851683, 'percentChange24h': -6.044749654773, 'percentChange7d': 30.259270131648, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#3635,2018-12-14T00:00:00.000Z,100000000000.0,22620091322.86759,100000000000.0,,22,2021-01-10T23:00:00.000Z,2024-09-24T15:09:19Z
3077,VeChain,VET,vechain,23,120,64315576989.0,86712634466.0,86712634466.0,2021-01-10T23:00:00.000Z,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'smart-contracts']","[{'name': '2781', 'price': 0.02718758, 'volume24h': 432735973.3301932, 'marketCap': 1748584582.1277807, 'percentChange1h': 0.704204735703, 'percentChange24h': -6.08471589814, 'percentChange7d': 4.886015500119, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 6.7e-07, 'volume24h': 10692.50252826, 'marketCap': 43205.8950898, 'percentChange1h': 0.704204735703, 'percentChange24h': -6.08471589814, 'percentChange7d': 4.886015500119, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#3077,2017-08-22T00:00:00.000Z,86712634466.0,64315576989.0,86712634466.0,,23,2021-01-10T23:00:00.000Z,2024-09-24T15:09:19Z
7083,Uniswap,UNI,uniswap,24,179,269769894.3038268,1000000000.0,1000000000.0,2021-01-10T23:00:00.000Z,2020-09-17T00:00:00.000Z,"['defi', 'amm']","[{'name': '2781', 'price': 5.99116286, 'volume24h': 2348003198.192147, 'marketCap': 1616235372.1915743, 'percentChange1h': -0.399865360045, 'percentChange24h': -4.161334022404, 'percentChange7d': 9.989507201925, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00014804, 'volume24h': 58016.97034761, 'marketCap': 39935.66948094, 'percentChange1h': -0.399865360045, 'percentChange24h': -4.161334022404, 'percentChange7d': 9.989507201925, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#7083,2020-09-17T00:00:00.000Z,1000000000.0,269769894.3038268,1000000000.0,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1f9840a85d5af5bf1d1762f925bdaddc4201f984'}",24,2021-01-10T23:00:00.000Z,2024-09-24T15:09:19Z
2586,Synthetix,SNX,synthetix-network-token,25,154,110519344.85591938,211692890.57050416,212424133.0,2021-01-10T23:00:00.000Z,2018-03-14T00:00:00.000Z,"['services', 'defi', 'yield-farming']","[{'name': '2781', 'price': 14.15592235, 'volume24h': 322307964.084675, 'marketCap': 1564503263.8853526, 'percentChange1h': 0.010682849679, 'percentChange24h': 7.76268531188, 'percentChange7d': 49.370431903284, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00034978, 'volume24h': 7963.92935474, 'marketCap': 38657.41730653, 'percentChange1h': 0.010682849679, 'percentChange24h': 7.76268531188, 'percentChange7d': 49.370431903284, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#2586,2018-03-14T00:00:00.000Z,212424133.0,110519344.85591938,211692890.57050416,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f'}",25,2021-01-10T23:00:00.000Z,2024-09-24T15:09:19Z
7278,Aave,AAVE,aave,26,142,12115074.85973186,16000000.0,16000000.0,2021-01-10T23:00:00.000Z,2020-10-02T00:00:00.000Z,['defi'],"[{'name': '2781', 'price': 126.20067343, 'volume24h': 512402602.85617554, 'marketCap': 1528930605.940942, 'percentChange1h': -0.892817497537, 'percentChange24h': 7.252426918314, 'percentChange7d': 38.534922967325, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.0031183, 'volume24h': 12660.99068299, 'marketCap': 37778.4500876, 'percentChange1h': -0.892817497537, 'percentChange24h': 7.252426918314, 'percentChange7d': 38.534922967325, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#7278,2020-10-02T00:00:00.000Z,16000000.0,12115074.85973186,16000000.0,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9'}",26,2021-01-10T23:00:00.000Z,2024-09-24T15:09:19Z
1518,Maker,MKR,maker,27,182,996262.07543772,996262.07543772,1005577.0,2021-01-10T23:00:00.000Z,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi']","[{'name': '2781', 'price': 1514.95643881, 'volume24h': 702693481.32927, 'marketCap': 1509293645.9303381, 'percentChange1h': -2.19350316922, 'percentChange24h': -4.030448823817, 'percentChange7d': 123.208446777088, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.03743316, 'volume24h': 17362.90091135, 'marketCap': 37293.23911024, 'percentChange1h': -2.19350316922, 'percentChange24h': -4.030448823817, 'percentChange7d': 123.208446777088, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#1518,2017-01-29T00:00:00.000Z,1005577.0,996262.07543772,996262.07543772,"{'id': 1, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2'}",27,2021-01-10T23:00:00.000Z,2024-09-24T15:09:19Z
131,Dash,DASH,dash,28,355,9913890.35708712,9913890.35708712,18900000.0,2021-01-10T23:00:00.000Z,2014-02-14T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'x11', 'medium-of-exchange', 'privacy', 'masternodes']","[{'name': '2781', 'price': 148.38363324, 'volume24h': 3555132591.5521917, 'marketCap': 1471059070.7213385, 'percentChange1h': 3.10665860124, 'percentChange24h': 34.854918271759, 'percentChange7d': 66.593770733994, 'lastUpdated': '2021-01-10T00:00:00.000Z'}, {'name': '1', 'price': 0.00366642, 'volume24h': 87844.01243777, 'marketCap': 36348.49839699, 'percentChange1h': 3.10665860124, 'percentChange24h': 34.854918271759, 'percentChange7d': 66.593770733994, 'lastUpdated': '2021-01-10T12:00:00Z'}]",https://coinmarketcap.com/historical/20210110/#131,2014-02-14T00:00:00.000Z,18900000.0,9913890.35708712,9913890.35708712,,28,2021-01-10T23:00:00.000Z,2024-09-24T15:09:19Z
