,8794,"Shiba Girlfriend
SHIBGF",$0.095236,0.00%,1.35%,11.83%,"$254,854",--,"486,701,400,055,297 SHIBGF",,,,https://coinmarketcap.com/currencies/shiba-girlfriend/,,,,,,,,
,8795,"OOGI
OOGI",$0.05277,0.00%,0.00%,0.06%,--,--,--,,,,https://coinmarketcap.com/currencies/oogi/,,,,,,,,
,8803,"MAGA Coin
MAGA",$0.0000646,0.00%,0.00%,6.88%,"$64,604",--,"1,000,000,000 MAGA",,,,https://coinmarketcap.com/currencies/maga-coin/,,,,,,,,
,8964,"Kragger Inu
KINU",$0.0001,0.00%,0.02%,0.06%,"$95,002",--,"950,000,000 KINU",,,,https://coinmarketcap.com/currencies/kragger-inu/,,,,,,,,
,9128,"Ignore Fud
4TOKEN",$0.051066,0.00%,0.00%,3.84%,"$23,991",--,"22,476,968,316 4TOKEN",,,,https://coinmarketcap.com/currencies/ignore-fud/,,,,,,,,
,9138,"Feels Good Man
FGM",$0.056167,0.00%,12.23%,3.39%,"$428,146",--,"69,420,000,000 FGM",,,,https://coinmarketcap.com/currencies/feels-good-man/,,,,,,,,
,9140,"Shanghai Inu
SHANG",$0.092696,0.00%,1.16%,264.23%,"$202,228",--,"750,000,000,000,000 SHANG",,,,https://coinmarketcap.com/currencies/shanghai-inu/,,,,,,,,
,9143,"Pepito BSC
PEPI",$0.00004999,0.00%,0.01%,0.01%,"$49,986",--,"1,000,000,000 PEPI",,,,https://coinmarketcap.com/currencies/pepito-bsc/,,,,,,,,
,9146,"Good Gensler
GENSLR",$0.093526,0.00%,0.00%,8.85%,"$133,276",--,"378,000,000,000,000 GENSLR",,,,https://coinmarketcap.com/currencies/good-gensler/,,,,,,,,
,9146,"Good Gensler
GENSLR",$0.093526,0.00%,0.00%,8.85%,"$133,276",--,"378,000,000,000,000 GENSLR",,,,https://coinmarketcap.com/currencies/good-gensler/,,,,,,,,
,9147,"POPO
POPO",$0.092202,0.00%,0.00%,12.61%,"$92,648",--,"420,690,000,000,000 POPO",,,,https://coinmarketcap.com/currencies/popo/,,,,,,,,
,9150,"PEPE COIN BSC
PPC",$0.0137745,0.00%,0.00%,6.84%,"$32,530",--,"420,000,000,000,000,000 PPC",,,,https://coinmarketcap.com/currencies/pepe-coin-bsc/,,,,,,,,
,9151,"Elon Musk
MUSK",$0.00001275,0.00%,0.00%,10.81%,"$127,518",--,"10,000,000,000 MUSK",,,,https://coinmarketcap.com/currencies/elon-musk-eth/,,,,,,,,
,9156,"FlokiPepe
FLOKIPEPE",$0.0107015,0.00%,0.00%,11.41%,"$29,511",--,"420,690,000,000,000 FLOKIPEPE",,,,https://coinmarketcap.com/currencies/flokipepe/,,,,,,,,
,9159,"PEPERA
PEPERA",$0.0101038,0.00%,0.00%,16.09%,"$4,365",--,"420,690,000,000,000 PEPERA",,,,https://coinmarketcap.com/currencies/pepera/,,,,,,,,
,9162,"Shrek ERC
SHREK",$0.07985,0.00%,0.87%,8.27%,"$98,498",--,"1,000,000,000,000 SHREK",,,,https://coinmarketcap.com/currencies/shrek-erc/,,,,,,,,
,9163,"Pepe AI
PEPEAI",$0.092945,0.00%,0.00%,10.68%,"$123,893",--,"420,690,000,000,000 PEPEAI",,,,https://coinmarketcap.com/currencies/pepe-ai-token/,,,,,,,,
,9166,"Generational Wealth
GEN",$0.095054,0.00%,0.00%,2.36%,"$212,606",--,"420,690,000,000,000 GEN",,,,https://coinmarketcap.com/currencies/generational-wealth/,,,,,,,,
,9168,"Nothing Token
THING",$0.063643,0.00%,0.00%,2.52%,--,--,--,,,,https://coinmarketcap.com/currencies/nothing-token/,,,,,,,,
,9171,"Wagmi Coin
WAGMI",$0.094761,0.00%,0.00%,11.47%,$0,--,"456,204,084 WAGMI",,,,https://coinmarketcap.com/currencies/wagmi-/,,,,,,,,
,9172,"DSQ Solutions
DSQ",$0.0047,0.00%,0.00%,0.00%,"$333,620",--,"70,980,131 DSQ",,,,https://coinmarketcap.com/currencies/dollarsqueeze/,,,,,,,,
,9176,"Psyop
PSYOP",$0.00004574,0.00%,0.00%,1.83%,"$25,155,314",--,"550,000,000,000 PSYOP",,,,https://coinmarketcap.com/currencies/psyop/,,,,,,,,
,9179,"Joey Inu
JOEY",$0.01104,0.19%,4.05%,14.81%,"$1,103,855",--,"100,000,000 JOEY",,,,https://coinmarketcap.com/currencies/joey-inu/,,,,,,,,
,9199,"BankerCoinAda
BANK",$0.063339,0.00%,0.00%,2.79%,"$804,632",--,"2,410,000,000,000 BANK",,,,https://coinmarketcap.com/currencies/bankercoinada/,,,,,,,,
,9208,"Ducker
DUCKER",$0.051025,0.00%,0.00%,0.18%,"$71,162",--,"69,420,911,007 DUCKER",,,,https://coinmarketcap.com/currencies/ducker/,,,,,,,,
,9210,"President Donald Trump
DON",$0.010823,0.00%,0.00%,14.58%,"$82,309",--,"1,000,000,000,000,000 DON",,,,https://coinmarketcap.com/currencies/president-donald-trump/,,,,,,,,
,9215,"Pepe Classic
PEPC",$0.0217786,0.00%,0.00%,0.00%,"$7,790",--,NaN PEPC,,,,https://coinmarketcap.com/currencies/pepe-classic-bsc/,,,,,,,,
,9216,"David Vance
DAVID",$0.00009718,0.00%,1.35%,4.48%,"$9,718",--,"100,000,000 DAVID",,,,https://coinmarketcap.com/currencies/daviderc/,,,,,,,,
,9221,"Jerome Powell
POWELL",$0.0005275,0.00%,0.00%,4.72%,"$52,345",--,"99,235,301 POWELL",,,,https://coinmarketcap.com/currencies/jerome-powell/,,,,,,,,
,9225,"Pepe 2.0
PEPE2.0",$0.0104991,0.00%,3.53%,14.05%,"$20,996",--,"420,690,000,000,000 PEPE2.0",,,,https://coinmarketcap.com/currencies/pepe-2-0-bsc/,,,,,,,,
,9232,"Peepa
PEEPA",$0.095671,0.00%,0.02%,57.69%,"$238,592",--,"420,690,000,000,000 PEEPA",,,,https://coinmarketcap.com/currencies/peepa/,,,,,,,,
,9233,"Luna 2.0
LUNA2.0",$0.089221,0.00%,0.00%,14.56%,"$53,669",--,"5,820,000,000,000 LUNA2.0",,,,https://coinmarketcap.com/currencies/luna-2-0/,,,,,,,,
,9237,"Hoppy
HOPPY",$0.094909,0.00%,28.64%,45.91%,"$206,508",--,"420,690,000,000,000 HOPPY",,,,https://coinmarketcap.com/currencies/hoppy-token/,,,,,,,,
,9238,"Mantle Inu
MINU",$0.000437,0.00%,0.91%,12.59%,"$183,850",--,"420,690,000 MINU",,,,https://coinmarketcap.com/currencies/mantle-inu/,,,,,,,,
,9241,"XAI
X",$0.0125778,0.00%,0.00%,47.61%,"$121,340",--,"210,000,000,000,000,000 X",,,,https://coinmarketcap.com/currencies/xaielonmusk-xyz/,,,,,,,,
,9242,"Evil Pepe
EVILPEPE",$0.00001334,0.00%,0.00%,16.92%,"$88,833",--,"6,660,000,000 EVILPEPE",,,,https://coinmarketcap.com/currencies/evil-pepe/,,,,,,,,
,9243,"CRYPTO
CRYPTO",$0.003298,0.00%,0.00%,15.66%,"$32,975",--,"10,000,000 CRYPTO",,,,https://coinmarketcap.com/currencies/betbuinu-crypto/,,,,,,,,
,9245,"BNB DOG INU
BNBDOG",$0.0133278,0.00%,0.00%,19.01%,$3,--,"100,000,000,000,000 BNBDOG",,,,https://coinmarketcap.com/currencies/bnb-dog-inu/,,,,,,,,
,9247,"BREPE
BREPE",$0.091507,0.00%,0.00%,27.68%,"$63,382",--,"420,690,000,000,000 BREPE",,,,https://coinmarketcap.com/currencies/brepe/,,,,,,,,
,9256,"Froggy
FROGGY",$0.063466,0.00%,0.00%,9.52%,"$61,807",--,"178,318,140,000 FROGGY",,,,https://coinmarketcap.com/currencies/froggy/,,,,,,,,
,9257,"JOEBIDEN2024
JOEBIDEN2024",$0.0181362,2.71%,2.71%,13.50%,$0,--,"812,835,010,000,000,000 JOEBIDEN2024",,,,https://coinmarketcap.com/currencies/joebiden2024/,,,,,,,,
,9258,"Babypepe (BSC)
BABYPEPE",$0.092046,0.00%,0.00%,2.27%,"$20,456",--,"100,000,000,000,000 BABYPEPE",,,,https://coinmarketcap.com/currencies/babypepe-bsc/,,,,,,,,
,9259,"Safereum
SAFEREUM",$0.062226,0.00%,0.04%,82.31%,"$133,854",--,"601,312,719,639 SAFEREUM",,,,https://coinmarketcap.com/currencies/safereum/,,,,,,,,
,9260,"Dogs Rock
DOGSROCK",$0.0111267,0.00%,0.00%,3.65%,"$126,688",--,"100,000,000,000,000,000 DOGSROCK",,,,https://coinmarketcap.com/currencies/dogs-rock/,,,,,,,,
,9265,"Apu
APU",$0.06117,0.01%,0.01%,21.50%,"$49,138",--,"420,000,000,000 APU",,,,https://coinmarketcap.com/currencies/apu-token/,,,,,,,,
,9266,"Joe Coin
JOE",$0.0002166,0.00%,0.00%,8.28%,"$21,660",--,"100,000,000 JOE",,,,https://coinmarketcap.com/currencies/joe-coin-bsc/,,,,,,,,
,9267,"Shitcoin
SHIT",$0.071114,0.00%,1.84%,10.03%,"$124,305",--,"11,161,010,214,348 SHIT",,,,https://coinmarketcap.com/currencies/shitcoin-token/,,,,,,,,
,9268,"ETH 2.0
ETH 2.0",$0.0134022,0.00%,0.00%,0.67%,"$16,920",--,"420,690,000,000,000,000 ETH 2.0",,,,https://coinmarketcap.com/currencies/eth-2-0-token/,,,,,,,,
,9270,"XSHIB
XSHIB",$0.0133942,0.00%,0.00%,0.00%,"$16,584",--,"420,690,000,000,000,000 XSHIB",,,,https://coinmarketcap.com/currencies/xshib/,,,,,,,,
,9271,"FIDO
FIDO",$0.00001359,0.00%,3.09%,20.20%,"$135,874",--,"10,000,000,000 FIDO",,,,https://coinmarketcap.com/currencies/fido-erc/,,,,,,,,
,9272,"Rock
ROCK",$0.051461,0.00%,0.00%,24.54%,"$125,643",--,"86,000,000,000 ROCK",,,,https://coinmarketcap.com/currencies/erc20rock/,,,,,,,,
,9282,"DogeBoy
DOGB",$0.088999,0.00%,0.01%,0.02%,"$9,001",--,"1,000,000,000,000 DOGB",,,,https://coinmarketcap.com/currencies/dogeboy/,,,,,,,,
,9289,"Satellite Doge-1
DOGE-1",$0.0133445,0.00%,0.00%,10.83%,"$14,492",--,"420,690,000,000,000,000 DOGE-1",,,,https://coinmarketcap.com/currencies/satellite-doge/,,,,,,,,
,9294,"Baby Grok
BABYGROK",$0.0136127,0.00%,49.66%,71.25%,"$25,731",--,"420,000,000,000,000,000 BABYGROK",,,,https://coinmarketcap.com/currencies/baby-grok/,,,,,,,,
,9296,"GROK
GROK",$0.086788,0.00%,0.00%,17.13%,"$4,683,711",--,"690,000,000,000,000 GROK",,,,https://coinmarketcap.com/currencies/grokcoin/,,,,,,,,
,9297,"Droggy
DROGGY",$0.087,0.00%,0.01%,22.24%,"$14,169",--,"2,024,000,000,000 DROGGY",,,,https://coinmarketcap.com/currencies/droggy/,,,,,,,,
,9300,"SafeGrok
SAFEGROK",$0.0136289,0.00%,0.00%,9.54%,"$26,412",--,"420,000,000,000,000,000 SAFEGROK",,,,https://coinmarketcap.com/currencies/safegrok/,,,,,,,,
,9303,"Red Ponzi Gud
RPG",$0.09323,0.00%,0.00%,113.60%,"$32,295",--,"100,000,000,000,000 RPG",,,,https://coinmarketcap.com/currencies/red-ponzi-gud/,,,,,,,,
,9309,SonicObamaLockheedMartin69Inu,$0.0107673,0.00%,0.00%,9.81%,"$30,665",--,"399,650,218,335,316 SOL",,,,https://coinmarketcap.com/currencies/sonicobamalockheedmartin69inu/,,,,,,,,
,9311,"SOLANA MEME TOKEN
SOL10",$0.00003001,0.00%,0.00%,6.19%,"$30,006",--,"1,000,000,000 SOL10",,,,https://coinmarketcap.com/currencies/solana-meme-token/,,,,,,,,
,9318,"Skibidi Toilet
SKIBIDI",$0.061446,0.74%,8.22%,18.78%,"$13,159",--,"91,000,000,000 SKIBIDI",,,,https://coinmarketcap.com/currencies/skibidi-toilet/,,,,,,,,
,9319,"Doge Of Grok AI
DOGEGROKAI",$0.068364,0.00%,3.51%,0.46%,"$8,365",--,"10,000,000,000 DOGEGROKAI",,,,https://coinmarketcap.com/currencies/doge-of-grok-ai/,,,,,,,,
,9325,"Saudi Bonk
SAUDIBONK",$0.061961,0.00%,0.00%,23.69%,"$19,611",--,"100,000,000,000 SAUDIBONK",,,,https://coinmarketcap.com/currencies/saudi-bonk/,,,,,,,,
,9327,"LIZARD
LIZARD",$0.0001154,0.00%,0.00%,18.14%,"$48,453",--,"420,000,000 LIZARD",,,,https://coinmarketcap.com/currencies/lizard/,,,,,,,,
,9330,"Lacostoken
LCSN",$0.060999,0.01%,0.01%,0.01%,"$146,303",--,"1,463,000,000,000 LCSN",,,,https://coinmarketcap.com/currencies/lacostoken/,,,,,,,,
,9333,"TRUMP2024
TRUMP2024",$0.091238,0.00%,0.00%,31.22%,"$95,596",--,"771,946,061,400,000 TRUMP2024",,,,https://coinmarketcap.com/currencies/trump2024/,,,,,,,,
,9339,"FarLaunch
FAR",$0.00001518,0.00%,0.00%,11.74%,"$15,175",--,"1,000,000,000 FAR",,,,https://coinmarketcap.com/currencies/farlaunch/,,,,,,,,
,9342,"PepeFork INU
PORKINU",$0.0141787,0.00%,0.00%,24.21%,$750,--,"420,000,000,000,000,000 PORKINU",,,,https://coinmarketcap.com/currencies/pepefork-inu/,,,,,,,,
,9344,"Memefi Toybox 404
TOYBOX",$35.08,0.00%,0.00%,15.53%,"$311,764",--,"8,888 TOYBOX",,,,https://coinmarketcap.com/currencies/memefi-toybox-404/,,,,,,,,
,9345,"GigaChadGPT
GIGA",$0.0004723,0.00%,1.40%,26.87%,"$47,226",--,"100,000,000 GIGA",,,,https://coinmarketcap.com/currencies/gigachadgpt/,,,,,,,,
,9346,"Robin of Da Hood
ROBIN",$0.053083,0.00%,0.00%,29.47%,"$3,056",--,"991,120,000 ROBIN",,,,https://coinmarketcap.com/currencies/robin-of-da-hood/,,,,,,,,
,9348,"Gemini Inu
GEMINI",$0.057986,0.00%,2.69%,10.64%,"$7,986",--,"1,000,000,000 GEMINI",,,,https://coinmarketcap.com/currencies/gemini-inu/,,,,,,,,
