,9349,"BABY SAFEMOON
BSFM",$0.009686,0.00%,0.00%,17.32%,"$8,984",--,"927,538 BSFM",,,,https://coinmarketcap.com/currencies/baby-safemoon/,,,,,,,,
,9355,"Criminal Flamingo
CRIMINGO",$0.00011,0.00%,0.01%,0.02%,"$9,351",--,"85,000,000 CRIMINGO",,,,https://coinmarketcap.com/currencies/criminal-flamingo/,,,,,,,,
,9357,"GnomeLand
GNOME",$0.0001832,0.00%,9.07%,10.82%,"$28,762",--,"156,971,211 GNOME",,,,https://coinmarketcap.com/currencies/gnomeland/,,,,,,,,
,9360,"Phauntem
PHAUNTEM",$0.001895,0.00%,0.00%,7.13%,"$18,939",--,"9,995,425 PHAUNTEM",,,,https://coinmarketcap.com/currencies/phauntem/,,,,,,,,
,9362,"Baby Maga
BABYMAGA",$0.0179,0.01%,0.01%,18.06%,--,--,--,,,,https://coinmarketcap.com/currencies/baby-maga-2/,,,,,,,,
,9363,"LICKGOAT
LICK",$0.059097,0.00%,0.00%,6.37%,"$9,098",--,"999,999,660 LICK",,,,https://coinmarketcap.com/currencies/lickgoat/,,,,,,,,
,9365,"Pacman Blastoff
PACM",$0.061356,0.00%,0.00%,11.90%,"$271,077",--,"1,999,420,000,000 PACM",,,,https://coinmarketcap.com/currencies/pacman-blastoff/,,,,,,,,
,9367,"Sora Doge
SORADOGE",$0.013897,0.00%,0.00%,9.30%,"$37,675",--,"420,000,000,000,000,000 SORADOGE",,,,https://coinmarketcap.com/currencies/sora-doge/,,,,,,,,
,9369,"EGGY
EGGY",$0.001396,0.00%,0.00%,6.79%,"$139,616",--,"100,000,000 EGGY",,,,https://coinmarketcap.com/currencies/eggy/,,,,,,,,
,9373,"Grok 1.5
GROK 1.5",$0.072644,0.00%,0.00%,7.39%,"$11,123",--,"420,690,000,000 GROK 1.5",,,,https://coinmarketcap.com/currencies/grok-1-5/,,,,,,,,
,9376,"JOE
BIDEN",$0.004116,0.06%,0.04%,1.54%,"$127,548",--,"31,000,000 BIDEN",,,,https://coinmarketcap.com/currencies/joe-biden-meme/,,,,,,,,
,9377,"Artificial Idiot
AII",$0.00003713,0.00%,0.00%,16.98%,"$29,255",--,"787,953,680 AII",,,,https://coinmarketcap.com/currencies/artificial-idiot/,,,,,,,,
,9378,"Safemuun
SAFEMUUN",$0.00001169,0.00%,0.00%,9.66%,"$11,064",--,"946,091,943 SAFEMUUN",,,,https://coinmarketcap.com/currencies/safemuun/,,,,,,,,
,9379,"Mickey Meme
MICKEY",$0.081639,0.01%,0.01%,10.86%,"$34,436",--,"21,000,000,000,000 MICKEY",,,,https://coinmarketcap.com/currencies/mickey-meme/,,,,,,,,
,9380,"SAM
ALTMAN",$0.0101215,0.00%,0.00%,15.57%,"$5,102",--,"420,000,000,000,000 ALTMAN",,,,https://coinmarketcap.com/currencies/sam/,,,,,,,,
,9385,"Bretta
BRETTA",$0.03269,0.00%,0.00%,8.53%,"$32,686",--,"1,000,000 BRETTA",,,,https://coinmarketcap.com/currencies/bretta/,,,,,,,,
,9386,"Chonk The Cat
CHONK",$0.00004083,0.00%,0.00%,8.75%,"$40,834",--,"1,000,000,000 CHONK",,,,https://coinmarketcap.com/currencies/chonk-the-cat/,,,,,,,,
,9389,"NexMillionaires
NEXM",$12.46,0.00%,0.00%,8.58%,"$49,849",--,"4,000 NEXM",,,,https://coinmarketcap.com/currencies/nexmillionaires/,,,,,,,,
,9390,"Bible of Memes
BIBO",$0.062782,0.00%,0.00%,8.47%,"$278,163",--,"999,999,942,616 BIBO",,,,https://coinmarketcap.com/currencies/bible-of-memes/,,,,,,,,
,9391,"Plerf
PLERF",$0.000031,0.00%,0.00%,6.72%,"$15,500",--,"499,999,842 PLERF",,,,https://coinmarketcap.com/currencies/plerf/,,,,,,,,
,9394,"Tonk Inu
TONK",$0.001977,0.00%,0.00%,9.52%,--,--,0 TONK,,,,https://coinmarketcap.com/currencies/tonk-inu/,,,,,,,,
,9401,"Doge In Glasses
DIG",$0.0003302,0.07%,0.05%,0.04%,"$138,608",--,"420,000,069 DIG",,,,https://coinmarketcap.com/currencies/doge-in-glasses/,,,,,,,,
,9402,"Meow Of Meme
MEME",$0.054471,0.00%,0.00%,26.48%,"$4,471",--,"1,000,000,000 MEME",,,,https://coinmarketcap.com/currencies/meow-of-meme/,,,,,,,,
,9404,"CATEX
CATEX",$0.054553,0.00%,0.00%,13.03%,"$1,365,924",--,"300,000,000,000 CATEX",,,,https://coinmarketcap.com/currencies/catex/,,,,,,,,
,9405,"WALLi
WALLI",$0.00005218,0.00%,0.00%,9.97%,"$52,182",--,"999,999,995 WALLI",,,,https://coinmarketcap.com/currencies/walli/,,,,,,,,
,9408,"Shibaqua
SHIB",$0.079234,0.00%,0.00%,52.06%,"$32,035",--,"346,914,631,300 SHIB",,,,https://coinmarketcap.com/currencies/shibaqua/,,,,,,,,
,9413,"BUBCAT
BUB",$0.00008101,0.00%,0.00%,0.02%,"$80,996",--,"1,000,000,000 BUB",,,,https://coinmarketcap.com/currencies/bubcat/,,,,,,,,
,9416,"Selfie Cat
SCAT",$0.055001,0.00%,0.00%,11.26%,"$5,001",--,"1,000,000,000 SCAT",,,,https://coinmarketcap.com/currencies/selfie-cat/,,,,,,,,
,9418,"Cats Of Sol
COS",$0.0007996,0.00%,0.40%,7.81%,"$79,960",--,"100,000,000 COS",,,,https://coinmarketcap.com/currencies/cats-of-sol/,,,,,,,,
