,2720,"Bitcoin Cats
1CAT",$0.002,1.91%,6.02%,17.01%,"$10,001,588","$4,703,665
2,351,459,247 1CAT","5,000,000,000 1CAT",,,,https://coinmarketcap.com/currencies/bitcoin-cats/,,,,,,,,
,2722,"Elumia Crowns
ELU",$0.004912,1.93%,8.06%,25.87%,"$3,458,141","$4,603,320
937,176,554 ELU","704,032,771 ELU",,,,https://coinmarketcap.com/currencies/legends-of-elumia/,,,,,,,,
,2727,"Altered State Token
ASTO",$0.01289,0.92%,1.61%,29.20%,"$6,742,770","$4,151,824
322,085,055 ASTO","523,082,169 ASTO",,,,https://coinmarketcap.com/currencies/altered-state-token/,,,,,,,,
,2754,"TYBENG
TYBENG",$0.0003461,2.74%,2.03%,47.30%,"$329,539","$2,894,063
8,362,872,297 TYBENG","952,257,183 TYBENG",,,,https://coinmarketcap.com/currencies/tybeng/,,,,,,,,
,2770,"Counter Fire
CEC",$0.01109,1.55%,4.04%,15.07%,"$1,108,588","$2,276,969
205,393,603 CEC","100,000,000 CEC",,,,https://coinmarketcap.com/currencies/counter-fire/,,,,,,,,
,2825,"Ozone Metaverse
OZONE",$0.0008959,5.44%,4.10%,7.75%,"$685,938","$1,513,445
1,689,233,547 OZONE","765,610,105 OZONE",,,,https://coinmarketcap.com/currencies/ozone-metaverse/,,,,,,,,
,2861,"xPET tech
XPET",$0.05929,0.10%,1.11%,10.72%,"$987,217","$1,141,754
19,256,613 XPET","16,650,221 XPET",,,,https://coinmarketcap.com/currencies/xpet-tech/,,,,,,,,
,2869,"DarkShield Games Studio
DKS",$0.00009781,0.54%,2.53%,2.49%,"$104,975","$1,079,183
11,032,990,159 DKS","1,073,204,810 DKS",,,,https://coinmarketcap.com/currencies/darkshield/,,,,,,,,
,2937,"Forgotten Playland
FP",$0.00357,0.29%,2.53%,20.98%,"$1,963,389","$746,969
209,246,735 FP","550,000,000 FP",,,,https://coinmarketcap.com/currencies/forgotten-playland/,,,,,,,,
,2944,"Playbux
PBUX",$0.02456,0.29%,7.93%,0.60%,"$631,065","$721,084
29,358,359 PBUX","25,693,333 PBUX",,,,https://coinmarketcap.com/currencies/playbux/,,,,,,,,
,2954,"Nim Network
NIM",$0.02703,0.05%,1.28%,1.27%,"$4,901,667","$697,411
25,801,723 NIM","181,344,267 NIM",,,,https://coinmarketcap.com/currencies/nim-network/,,,,,,,,
,3001,"Unagi Token
UNA",$0.00904,0.00%,4.37%,6.19%,"$2,076,267","$589,507
65,212,571 UNA","229,681,153 UNA",,,,https://coinmarketcap.com/currencies/unagi-token/,,,,,,,,
