name,symbol,cmcRank,circulatingSupply,totalSupply,maxSupply,dateAdded,price,volume24h,marketCap,percentChange1h,percentChange24h,percentChange7d
Bitcoin,BTC,1,18596737.0,18596737.0,21000000.0,2013-04-28T00:00:00.000Z,38356.43950662,79980747690.35463,713304617760.9486,-0.548860112353,-4.715261148526,17.004486854118
Ethereum,ETH,2,114199303.624,114199303.624,,2015-08-07T00:00:00.000Z,1262.24666381,40616938052.61099,144147690008.65298,-0.959166796583,-1.469905628938,29.393822197197
Tether,USDT,3,24224312724.63423,24781627122.352524,,2015-02-25T00:00:00.000Z,1.00022348,135437984723.47015,24229726418.888645,-0.032681634555,-0.271527004839,-0.029047860665
XRP,XRP,4,45404028640.0,99990831162.0,100000000000.0,2013-08-04T00:00:00.000Z,0.31833641,9647740012.278093,14453755388.352276,1.035966968883,-2.624468165312,40.951497227362
Litecoin,LTC,5,66245617.91134237,66245617.91134237,84000000.0,2013-04-28T00:00:00.000Z,171.11484357,12774461582.482088,11335608545.879465,0.258732181246,-3.588545642738,6.819538063717
Bitcoin Cash,BCH,6,18600862.5,18600862.5,21000000.0,2017-07-23T00:00:00.000Z,603.5962762,18670984543.77998,11227411339.169931,1.209746035426,5.172383908105,43.103550463232
Cardano,ADA,7,31112484646.0,45000000000.0,45000000000.0,2017-10-01T00:00:00.000Z,0.3048953,3732911205.622683,9486050469.154648,-0.025900055051,-8.432379221361,48.732780502384
Polkadot,DOT,8,898558018.2621486,1032617235.9531188,,2020-08-19T00:00:00.000Z,9.30504759,1603968712.263802,8361125118.441097,0.841885965265,-4.834620416614,-7.258192215917
Chainlink,LINK,9,400509556.4344444,1000000000.0,1000000000.0,2017-09-20T00:00:00.000Z,16.24742979,3058197027.3741407,6507250898.169795,-0.665408483414,-7.724446817695,19.027287130571
Stellar,XLM,10,22034677966.19647,50001803558.87172,50001806812.0,2014-08-05T00:00:00.000Z,0.28874908,1949483668.0404034,6362493022.634627,-0.216689825205,-7.433078873965,111.65722927527
Binance Coin,BNB,11,144406560.9,176406560.9,176406561.0,2017-07-25T00:00:00.000Z,42.44847546,701488831.5517682,6129838356.332584,-0.007135788373,-3.378744716562,3.158024986114
USD Coin,USDC,12,4716350875.864881,4800714465.094788,,2018-10-08T00:00:00.000Z,1.0000899,1917152177.8482018,4716774854.911131,0.001344503582,0.031306537953,0.035408029826
Bitcoin SV,BSV,13,18621726.64423905,18621726.64423905,21000000.0,2018-11-09T00:00:00.000Z,253.70502528,4205155207.079184,4724425629.067496,2.104326413072,-10.827323817156,48.02732757782
Wrapped Bitcoin,WBTC,14,115710.93990667,115710.93990667,21000000.0,2019-01-30T00:00:00.000Z,38332.33917873,219986622.12446076,4435470995.1924305,-0.537898277585,-4.733058221651,16.129995307543
Monero,XMR,15,17809780.12535877,17809780.12535877,,2014-05-21T00:00:00.000Z,185.13798284,2265991619.0591006,3297266767.2071986,4.873400820467,25.461839582216,34.095357892292
EOS,EOS,16,939365114.3106,1026065125.6814,,2017-07-01T00:00:00.000Z,3.0872878,9057323705.29444,2900090457.825286,-0.160339919812,-14.873006910296,10.455473027689
TRON,TRX,17,71659657369.49,100850743811.66246,,2017-09-13T00:00:00.000Z,0.03293481,2238339640.032445,2360097139.080241,0.406069947101,-3.205960726058,11.664173964342
NEM,XEM,18,8999999999.0,8999999999.0,8999999999.0,2015-04-01T00:00:00.000Z,0.23555414,132414925.12497137,2119987262.4491458,1.040195850471,-2.425422370405,11.911978589501
Tezos,XTZ,19,756305179.079493,756305179.079493,,2017-10-06T00:00:00.000Z,2.77125099,600574981.8321186,2095911475.5760741,3.951329730631,4.936088259352,29.903576388696
THETA,THETA,20,1000000000.0,1000000000.0,1000000000.0,2018-01-17T00:00:00.000Z,1.99029991,120114659.04253292,1990299909.56865,1.15079780416,-2.562141142624,-6.179138579214
Neo,NEO,21,70538831.0,100000000.0,100000000.0,2016-09-08T00:00:00.000Z,24.98313049,1929903780.9714262,1762280819.4144409,0.216605589193,17.236253249197,56.531337887427
Crypto.com Coin,CRO,22,22620091322.86759,100000000000.0,100000000000.0,2018-12-14T00:00:00.000Z,0.07784684,100076336.04763915,1760902562.5157266,0.679395851683,-6.044749654773,30.259270131648
VeChain,VET,23,64315576989.0,86712634466.0,86712634466.0,2017-08-22T00:00:00.000Z,0.02718758,432735973.3301932,1748584582.1277807,0.704204735703,-6.08471589814,4.886015500119
Uniswap,UNI,24,269769894.3038268,1000000000.0,1000000000.0,2020-09-17T00:00:00.000Z,5.99116286,2348003198.192147,1616235372.1915743,-0.399865360045,-4.161334022404,9.989507201925
Synthetix,SNX,25,110519344.85591938,211692890.57050416,212424133.0,2018-03-14T00:00:00.000Z,14.15592235,322307964.084675,1564503263.8853526,0.010682849679,7.76268531188,49.370431903284
Aave,AAVE,26,12115074.85973186,16000000.0,16000000.0,2020-10-02T00:00:00.000Z,126.20067343,512402602.85617554,1528930605.940942,-0.892817497537,7.252426918314,38.534922967325
