Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date
9252,The Blue Dragon,RYU,$0.0132724,0.00%,2.80%,19.21%,,,"888,888,888,888,888,832 RYU",8.888888888888888e+17,,3,,,,,,,9702.0,2024-09-23
9253,Welsh Corgi,$CORGI,$0.008606,0.00%,9.37%,7.28%,,,"1,000,000 $CORGI",1000000.0,,3,,,,,,,7174.0,2024-09-23
9254,Criminal Flamingo,CRIMINGO,$0.00011,0.01%,0.02%,0.00%,,,"85,000,000 CRIMINGO",100000000.0,100000000.0,3,,,,,,,9703.0,2024-09-23
9257,TRUMP INU,TRUMP INU,$0.051139,0.00%,2.07%,1.83%,,,"100,000,000,000 TRUMP INU",100000000000.0,100000000000.0,3,,,,,,,4898.0,2024-09-23
9263,Snoopy,SNOOPY,$0.0003153,0.00%,0.48%,8.03%,,,"98,997,528 SNOOPY",100000000.0,,3,,,,,,,6296.0,2024-09-23
9267,Pacman Blastoff,PACM,$0.061356,0.00%,4.03%,11.35%,,,"1,999,420,000,000 PACM",1999420000000.0,1999420000000.0,3,,,,,,,6960.0,2024-09-23
9269,Pigeon In Yellow Boots,PIGEON,$0.00002128,0.00%,0.00%,10.89%,,,"999,710,021 PIGEON",999710020.67,,3,,,,,,,6533.0,2024-09-23
9270,Sora Doge,SORADOGE,$0.013897,0.00%,0.93%,12.07%,,,"420,000,000,000,000,000 SORADOGE",4.2e+17,4.2e+17,3,,,,,,,6771.0,2024-09-23
9272,Jonny Five,JFIVE,$0.001275,0.00%,0.00%,1.38%,,,"50,000,000 JFIVE",1000000000.0,1000000000.0,3,,,,,,,5725.0,2024-09-23
9274,Joe Biden,BIDEN,$0.0002045,0.00%,0.00%,21.88%,,,"934,707,241 BIDEN",934707241.142902,1000000000.0,3,,,,,,,4554.0,2024-09-23
9280,Fottie,FOTTIE,$0.069332,0.00%,1.28%,42.47%,,,"420,690,000,000 FOTTIE",420690000000.0,420690000000.0,3,,,,,,,3648.0,2024-09-23
9283,Grok 1.5,GROK 1.5,$0.072644,0.00%,0.00%,4.04%,,,"420,690,000,000 GROK 1.5",4.2e+17,4.2e+17,3,,,,,,,4674.0,2024-09-23
9285,SWIFTIES,SWIFTIES,$0.0005401,0.00%,0.88%,29.32%,,,"99,999,808 SWIFTIES",99999808.0,,3,,,,,,,5613.0,2024-09-23
9286,SafemoonTon,SAFET,$0.077308,0.00%,0.00%,2.45%,,,"1,000,000,000,000 SAFET",1000000000000.0,1000000000000.0,3,,,,,,,5662.0,2024-09-23
9287,CRONK,CRONK,$0.061296,0.00%,0.84%,6.38%,,,"100,000,000,000 CRONK",100000000000.0,,3,,,,,,,5319.0,2024-09-23
9288,JOE,BIDEN,$0.004114,0.00%,235.21%,1.49%,,,"31,000,000 BIDEN",464573155.0,500000000.0,3,,,,,,,295.0,2024-09-23
9289,Ewon Mucks,EWON,$0.00005848,0.00%,0.00%,10.02%,,,"1,000,000,000 EWON",1000000000.0,,3,,,,,,,5852.0,2024-09-23
9290,MFERS,MFERS,$0.0002668,0.00%,0.00%,10.90%,,,"100,000,000 MFERS",100000000.0,100000000.0,3,,,,,,,3700.0,2024-09-23
9291,Artificial Idiot,AII,$0.00003713,0.00%,0.00%,16.98%,,,"787,953,680 AII",986620347.0,986620347.0,3,,,,,,,4500.0,2024-09-23
9292,Print Cash BNB,CASH,$0.067022,0.00%,25.63%,99.97%,,,"100,000,000 CASH",100000000.0,100000000.0,3,,,,,,,6461.0,2024-09-23
9293,SUPER BONK,BONK,$0.013908,0.00%,1.51%,0.67%,,,"99,980,154,475,350,096 BONK",9.99801544753501e+16,9.99801544753501e+16,3,,,,,,,7436.0,2024-09-23
9294,Safemuun,SAFEMUUN,$0.00001169,0.00%,0.00%,8.13%,,,"946,091,943 SAFEMUUN",946091943.11,,3,,,,,,,5304.0,2024-09-23
9295,dogwifscarf,WIFS,$0.00003695,0.00%,0.01%,0.97%,,,"980,000,000 WIFS",980000000.0,,3,,,,,,,4107.0,2024-09-23
9296,SLORK,SLORK,$0.00003947,0.00%,2.30%,10.04%,,,"499,996,278 SLORK",499996278.0,,3,,,,,,,6763.0,2024-09-23
9297,BNB BONK,BNBBONK,$0.013578,0.00%,2.73%,5.03%,,,"99,983,117,781,255,504 BNBBONK",9.99831177812555e+16,9.99831177812555e+16,3,,,,,,,6897.0,2024-09-23
9299,Mickey Meme,MICKEY,$0.081639,0.00%,36.19%,44.78%,,,"21,000,000,000,000 MICKEY",21000000000000.0,21000000000000.0,3,,,,,,,3626.0,2024-09-23
9300,SAM,ALTMAN,$0.0101215,0.00%,0.00%,16.04%,,,"420,000,000,000,000 ALTMAN",420000000000000.0,,3,,,,,,,5870.0,2024-09-23
9304,TWEETY,TWEETY,$0.065297,0.00%,0.58%,6.48%,,,"102,900,000,000 TWEETY",102900000000.0,210000000000.0,3,,,,,,,5567.0,2024-09-23
9305,Bretta,BRETTA,$0.03269,0.00%,0.00%,5.81%,,,"1,000,000 BRETTA",0.0,1000000.0,3,,,,,,,5119.0,2024-09-23
9306,Chonk The Cat,CHONK,$0.00004083,0.00%,0.00%,8.75%,,,"1,000,000,000 CHONK",1000000000.0,1000000000.0,3,,,,,,,4594.0,2024-09-23
9307,ETH3.0,ETH 3.0,$0.01654,0.01%,0.01%,11.06%,,,"42,000,000,000,000,000,000 ETH 3.0",4.2e+19,4.2e+19,3,,,,,,,3954.0,2024-09-23
9309,NexMillionaires,NEXM,$12.46,0.00%,1.22%,8.58%,,,"4,000 NEXM",5000.0,5000.0,3,,,,,,,5348.0,2024-09-23
9310,i dont know,IDK,$0.00006214,0.00%,23.14%,10.25%,,,"999,999,972 IDK",999999972.0,,3,,,,,,,4233.0,2024-09-23
9311,Trump Shiba,TRUMPSHIBA,$0.0137746,0.00%,0.00%,56.47%,,,"420,000,000,000,000,000 TRUMPSHIBA",4.2069e+16,4.2069e+16,3,,,,,,,5566.0,2024-09-23
9312,Plerf,PLERF,$0.000031,0.00%,0.00%,6.52%,,,"499,999,842 PLERF",0.0,,3,,,,,,,5660.0,2024-09-23
9319,Doge In Glasses,DIG,$0.00033,0.00%,0.03%,0.00%,,,"420,000,069 DIG",420000069.0,420000069.0,3,,,,,,,3990.0,2024-09-23
9320,Meow Of Meme,MEME,$0.054471,0.00%,0.00%,26.48%,,,"1,000,000,000 MEME",0.0,,3,,,,,,,6171.0,2024-09-23
9322,WALLi,WALLI,$0.00005218,0.00%,0.00%,8.61%,,,"999,999,995 WALLI",999999995.0,,3,,,,,,,4012.0,2024-09-23
9327,Shibaqua,SHIB,$0.079234,0.00%,0.00%,52.06%,,,"346,914,631,300 SHIB",107543535703.0,346914631300.0,3,,,,,,,5554.0,2024-09-23
9331,TOP CAT,CAT,$0.0133614,0.00%,1.51%,7.50%,,,"99,981,537,450,814,096 CAT",9.99815374508141e+16,9.99815374508141e+16,3,,,,,,,7381.0,2024-09-23
9337,BUBCAT,BUB,$0.000081,0.00%,0.02%,0.01%,,,"1,000,000,000 BUB",1000000000.0,1000000000.0,3,,,,,,,5104.0,2024-09-23
9343,Selfie Cat,SCAT,$0.055001,0.00%,0.00%,11.26%,,,"1,000,000,000 SCAT",1000000000.0,,3,,,,,,,6645.0,2024-09-23
9348,Vone,VONE,$0.095265,0.00%,0.00%,1.97%,,,"100,000,000,000,000 VONE",100000000000000.0,100000000000000.0,3,,,,,,,5693.0,2024-09-23
9351,Flovi inu,FLOVI,$0.095812,0.00%,8.91%,23.69%,,,"100,000,000,000,000 FLOVI",100000000000000.0,100000000000000.0,3,,,,,,,3830.0,2024-09-23
9360,Telo Meme Coin,TELO,$0.010292,0.00%,0.00%,2.80%,,,"808,808,808,808,808 TELO",808808808808808.0,808808808808808.0,3,,,,,,,7199.0,2024-09-23
9363,FLOKI INU,FLINU,$0.082753,0.00%,0.00%,3.30%,,,"1,000,000,000,000 FLINU",1000000000000.0,1000000000000.0,3,,,,,,,7284.0,2024-09-23
9373,Pepy,PEPY,$0.075622,0.00%,0.59%,17.96%,,,"420,000,000,000 PEPY",420000000000.0,420000000000.0,3,,,,,,,4681.0,2024-09-23
9375,FUBAO,FUBAO,$0.069682,0.00%,0.00%,2.13%,,,"1,000,000,000 FUBAO",1000000000.0,,3,,,,,,,5107.0,2024-09-23
9377,NINE DOGS,9DOGS,$0.002555,0.00%,0.00%,3.81%,,,"9,000,000 9DOGS",9000000.0,9000000.0,3,,,,,,,6579.0,2024-09-23
9379,WHALES CAT,CAT,$0.0132164,0.00%,1.47%,5.74%,,,"99,973,096,931,934,928 CAT",9.997309693193491e+16,9.997309693193491e+16,3,,,,,,,7082.0,2024-09-23
9382,SUKUYANA,SNA,$0.095249,0.00%,0.67%,0.58%,,,"356,400,000,000,000 SNA",490000000000000.0,990982999999989.0,3,,,,,,,5167.0,2024-09-23
9400,PLUNZ,PLZ,$0.05175,0.00%,0.00%,3.29%,,,"3,500,000,000 PLZ",5000000000.0,5000000000.0,3,,,,,,,,2024-09-23
9405,ReptilianZuckerBidenBartcoin,,$0.0000238,0.00%,0.00%,2.50%,,,"991,650,000 BART",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9416,Bonk on ETH,BONK,$0.081341,0.00%,0.40%,5.92%,,,"100,000,000,000,000 BONK",100000000000000.0,100000000000000.0,3,,,,,,,,2024-09-23
9424,PEKA,PEKA,$0.075264,0.00%,0.00%,2.01%,,,"100,000,000,000 PEKA",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
9425,Trump vs Biden,TRUMPBIDEN,$0.00001169,0.00%,0.00%,12.03%,,,"10,000,000 TRUMPBIDEN",10000000.0,,3,,,,,,,,2024-09-23
9427,Mexico Chingon,CHINGON,$0.0007846,0.00%,0.00%,10.75%,,,"126,014,024 CHINGON",126014024.0,,3,,,,,,,,2024-09-23
9430,GPT-4o,GPT-4O,$0.091904,0.00%,0.91%,14.62%,,,"42,069,000,000,000 GPT-4O",42069000000000.0,,3,,,,,,,,2024-09-23
9432,CyberTrump,CYBERTRUMP,$0.05377,0.00%,0.00%,18.51%,,,"76,340,000 CYBERTRUMP",76340000.0,,3,,,,,,,,2024-09-23
9434,DOGBA INU,DOGBA,$0.051663,0.00%,0.00%,4.67%,,,"1,000,000,000 DOGBA",1000000000.0,,3,,,,,,,,2024-09-23
9435,GAMESTUMP,GEME,$0.00001293,0.00%,0.00%,0.72%,,,"846,684,394 GEME",850000000.0,,3,,,,,,,,2024-09-23
9443,BabyGME,BABYGME,$0.0121705,0.00%,0.00%,1.42%,,,"49,000,000,000,000,000 BABYGME",,,3,,,,,,,,2024-09-23
9444,DONKE,DONKE,$0.062484,0.00%,1.36%,4.63%,,,"49,999,081,208 DONKE",49999081208.0,,3,,,,,,,,2024-09-23
9447,Bunny,BUNNY,$0.006929,0.00%,0.00%,25.87%,,,"1,000,000 BUNNY",1000000.0,1000000.0,3,,,,,,,,2024-09-23
9448,Pepega,PEPEGA,$0.061546,0.00%,0.00%,1.08%,,,"420,690,000,000 PEPEGA",420690000000.0,,3,,,,,,,,2024-09-23
9452,ULTRA MAGA,ULTRA,$0.078177,0.00%,48.23%,13.54%,,,"420,690,000,000 ULTRA",0.0,420690000000.0,3,,,,,,,,2024-09-23
9454,Deadpool,DEAD,$0.0001701,0.00%,1.15%,11.01%,,,"999,997,500 DEAD",0.0,,3,,,,,,,,2024-09-23
9461,simpson in a memes world,SEW,$0.01229,0.00%,0.00%,11.24%,,,"42,069,000,000,000,000 SEW",4.2069e+16,4.2069e+16,3,,,,,,,,2024-09-23
9471,AMERICAN CAT,CAT,$0.0133,0.00%,0.95%,8.02%,,,"99,993,516,338,170,352 CAT",9.999351633817037e+16,9.999351633817037e+16,3,,,,,,,,2024-09-23
9472,Starbot,STAR,$0.02796,0.00%,0.00%,15.57%,,,"10,000,000 STAR",10000000.0,10000000.0,3,,,,,,,,2024-09-23
9477,PhrygeETH,PHRYGE,$0.085088,0.00%,2.11%,49.36%,,,"4,206,900,000,000 PHRYGE",4206900000000.0,4206900000000.0,3,,,,,,,,2024-09-23
9487,CHAD CAT,CHADCAT,$0.00002134,0.00%,0.00%,13.51%,,,"1,000,000,000 CHADCAT",1000000000.0,,3,,,,,,,,2024-09-23
9488,TrumpWifHat,TWIN,$0.00009755,0.00%,0.00%,5.85%,,,"70,159,760 TWIN",70159760.01,,3,,,,,,,,2024-09-23
9495,Moge,MOGE,$0.091115,0.00%,0.00%,23.13%,,,"420,690,000,000,000 MOGE",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
9499,White Yorkshire,WSH,$0.076746,0.01%,93.13%,431.08%,,,"1,500,000,000,000 WSH",1500000000000.0,1500000000000.0,3,,,,,,,,2024-09-23
9500,Queen Of Memes,QUEEN,$0.079819,0.00%,4.09%,9.41%,,,"409,831,836,953 QUEEN",409831836953.0,409831836953.0,3,,,,,,,,2024-09-23
9515,ããå¬,HACHIKO,$0.078639,0.00%,0.00%,17.58%,,,"420,690,000,000 HACHIKO",,,3,,,,,,,,2024-09-23
9527,BERNIE SENDERS,BERNIE,$0.00002315,0.00%,0.00%,8.21%,,,"689,999,898 BERNIE",689999898.0,689999898.0,3,,,,,,,,2024-09-23
9529,PeiPei 2.0,PEIPEI2.0,$0.0105267,0.00%,0.00%,12.10%,,,"420,690,000,000,000 PEIPEI2.0",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
9530,Hachiko,HACHI,$0.0001193,0.00%,0.00%,7.09%,,,"100,000,000 HACHI",100000000.0,100000000.0,3,,,,,,,,2024-09-23
9532,Johnny The Bull,JOHNNY,$0.057814,0.00%,0.00%,6.91%,,,"999,999,371 JOHNNY",999999365.84,999999366.84,3,,,,,,,,2024-09-23
9534,BONK INU,BONKINU,$0.092419,0.00%,2.66%,35.45%,,,"5,000,000,000,000 BONKINU",5000000000000.0,5000000000000.0,3,,,,,,,,2024-09-23
9537,Dr. Livesey,LIVESEY,$0.000264,0.00%,1.05%,9.70%,,,"95,000,000 LIVESEY",100000000.0,100000000.0,3,,,,,,,,2024-09-23
9539,Don Jr.,$DONJR,$0.078313,0.00%,5.65%,2.45%,,,"1,000,000,000,000 $DONJR",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
9540,Meow,MEOW,$0.052252,0.00%,0.00%,6.05%,,,"9,999,999,870 MEOW",0.0,9999999870.0,3,,,,,,,,2024-09-23
9544,Ducky Duck,DUCKY,$0.075208,0.00%,5.28%,23.01%,,,"420,690,000,000 DUCKY",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
9548,Grandma,GRANDMA,$0.00009611,0.00%,0.00%,5.23%,,,"999,999,999 GRANDMA",999999999.0,999999999.0,3,,,,,,,,2024-09-23
9550,JD Vance,VANCE,$0.0121362,0.00%,0.00%,3.24%,,,"42,069,000,000,000,000 VANCE",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
9551,Pendy,PENDY,$0.0107576,0.00%,0.00%,9.91%,,,"420,690,000,000,000 PENDY",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
9552,Bitcoin Black Credit Card,BBCC,$0.00005295,0.00%,0.00%,6.92%,,,"1,000,000,000 BBCC",0.0,1000000000.0,3,,,,,,,,2024-09-23
9554,TRUMPAMANIA,TRUMPAMANIA,$0.079208,0.00%,20.19%,4.53%,,,"420,690,000,000 TRUMPAMANIA",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
9555,PEPE BIRD,PEBIRD,$0.051483,0.00%,0.00%,11.93%,,,"1,000,000,000 PEBIRD",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9556,Girls Club,GIRLS,$0.068746,0.00%,6.29%,34.23%,,,"65,626,305,162 GIRLS",69420777444.0,69420777444.0,3,,,,,,,,2024-09-23
9557,Carl,CARL,$0.055536,0.00%,0.00%,7.65%,,,"999,985,088 CARL",999985088.0,999985088.0,3,,,,,,,,2024-09-23
9560,Baba,BABA,$0.056849,0.00%,0.00%,4.46%,,,"999,999,775 BABA",1000000000.0,,3,,,,,,,4182.0,2024-09-23
9562,South Pao,PAO,$0.075467,0.00%,0.00%,0.65%,,,"420,690,000,000 PAO",0.0,420690000000.0,3,,,,,,,,2024-09-23
9563,SolTrump,STRUMP,$0.07151,0.00%,0.00%,21.13%,,,"40,000,000,000,000 STRUMP",40000000000000.0,40000000000000.0,3,,,,,,,,2024-09-23
9564,Cats Are Liquidity,PRRR,$0.00001108,0.00%,1.17%,10.22%,,,"1,000,000,000 PRRR",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9566,TOP G PEPE,PEPEG,$0.062765,0.00%,0.00%,9.42%,,,"5,000,000,000 PEPEG",10000000000.0,10000000000.0,3,,,,,,,,2024-09-23
9568,BabyAndy BSC,BABYANDY,$0.0103685,0.00%,0.00%,5.90%,,,"420,000,000,000,000 BABYANDY",420000000000000.0,420000000000000.0,3,,,,,,,,2024-09-23
9569,Migglei,MIGGLEI,$0.054774,0.00%,3.86%,64.27%,,,"963,831,798 MIGGLEI",963831798.0,1000000000.0,3,,,,,,,,2024-09-23
9570,The Phryges,PHRYGES,$0.061162,0.00%,0.00%,15.65%,,,"100,000,000,000 PHRYGES",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
9571,Kamala Harris (kamalaharristoken.net),HARRIS,$0.08795,0.00%,0.35%,12.61%,,,"4,206,900,000,000 HARRIS",0.0,4206900000000.0,3,,,,,,,,2024-09-23
9574,Poo Chi,SIR,$0.093,0.00%,0.03%,0.00%,,,"1,000,000,000,000 SIR",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
9576,Dogecoin 2.0,DOGE2,$0.062476,0.00%,0.00%,23.83%,,,"145,210,000,000 DOGE2",145210000000.0,145210000000.0,3,,,,,,,5434.0,2024-09-23
9578,Cate Coin,$CATE,$0.00006634,0.00%,5.97%,5.36%,,,"100,000,000 $CATE",100000000.0,100000000.0,3,,,,,,,,2024-09-23
9580,Neko Arc,ARC,$0.00002211,0.00%,0.74%,9.10%,,,"1,000,000,000 ARC",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9582,Yusuf Dikec Meme,YUSUF,$0.0139933,0.00%,3.52%,11.18%,,,"42,000,000,000,000,000 YUSUF",4.2e+16,4.2e+16,3,,,,,,,,2024-09-23
9584,FUKU (fukucoin.io),FUKU,$0.051052,0.00%,20.34%,53.30%,,,"420,690,000,000 FUKU",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
9585,Fuku-Kun (fukuonsol.vip),FUKU,$0.00002542,0.00%,0.00%,16.25%,,,"999,996,884 FUKU",999996884.0,999996884.0,3,,,,,,,,2024-09-23
9597,Justin MEME,Sun,$0.0557,0.00%,0.11%,2.72%,,,"1,000,000,000 Sun",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9598,Ramzan,KADYROV,$0.0134558,0.00%,0.00%,12.09%,,,"100,000,000,000,000,000 KADYROV",1e+17,1e+17,3,,,,,,,,2024-09-23
9602,Labubu,LABUBU,$0.052414,0.00%,7.72%,2.93%,,,"1,000,000,000 LABUBU",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9604,Sunjak,SUNJAK,$0.054342,0.00%,0.00%,1.96%,,,"1,000,000,000 SUNJAK",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9605,MUNSUN,MUNSUN,$0.0001119,0.00%,2.44%,1.35%,,,"1,000,000,000 MUNSUN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9609,Huobi Dog,WOOF,$0.0000434,0.00%,17.65%,6.12%,,,"1,000,000,000 WOOF",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9614,Sun Yuchen,YUCHEN,$0.056527,0.00%,1.85%,3.53%,,,"1,000,000,000 YUCHEN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
9616,FLEABONE,FLEA,$0.074101,0.00%,0.00%,39.35%,,,"420,690,000,000 FLEA",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
9618,PRINT,PRINT,$0.0002271,0.00%,0.00%,19.94%,,,"100,000,000 PRINT",100000000.0,100000000.0,3,,,,,,,,2024-09-23
9775,Wrapped Dogecoin,WDOGE,$0.108,0.28%,1.18%,8.87%,,,"72,050 WDOGE",72050.21,,3,,,,,,,3017.0,2024-09-23
1052,Nya,NYA,$0.062653,0.22%,0.44%,11.11%,,,"35,234,152,874,088 NYA",36830944682952.2,,3,,,,,,,,2024-09-23
1057,Pikaboss,PIKA,$0.072197,0.38%,2.42%,18.31%,,,"420,690,000,000,000 PIKA",420690000000000.0,420690000000000.0,3,,,,,,,1274.0,2024-09-23
1058,Department Of Government Efficiency (dogegov.com),DOGE,$0.009458,9.28%,35.90%,66.75%,,,"979,133,701 DOGE",979133700.9712416,1000000000.0,3,,,,,,,,2024-09-23
1060,Mochi (New),MOCHI,$0.059768,2.24%,7.45%,8.34%,,,"937,630,000,000 MOCHI",1000000000000.0,1000000000000.0,3,,,,,,,2955.0,2024-09-23
1065,Byte,BYTE,$0.059354,5.75%,12.72%,140.62%,,,"964,467,033,477 BYTE",964467033476.83,,3,,,,,,,919.0,2024-09-23
1066,Vita Inu,VINU,$0.071002,0.40%,3.19%,7.10%,,,"899,611,558,545,514 VINU",899611557430510.6,899781425467215.0,3,,,,,,,863.0,2024-09-23
1069,LOBOâ¢THEâ¢WOLFâ¢PUP,LOBO,$0.0005458,0.12%,3.45%,3.84%,,,"16,387,781,650 LOBO",,,3,,,,,,,,2024-09-23
1071,Super Trump Coin,STRUMP,$0.004849,1.89%,6.19%,3.21%,,,"1,837,382,589 STRUMP",2339600236.0,2600000000.0,3,,,,,,,,2024-09-23
1094,Starlink,STARL,$0.06825,0.68%,1.00%,20.78%,,,"9,979,172,029,858 STARL",10000000000000.0,10000000000000.0,3,,,,,,,801.0,2024-09-23
1097,Solama,SOLAMA,$0.01249,0.61%,7.79%,20.73%,,,"653,868,075 SOLAMA",676584793.32,,3,,,,,,,839.0,2024-09-23
1114,POOH,POOH,$0.071872,0.26%,0.16%,2.16%,,,"420,690,000,000,000 POOH",420690000000000.0,420690000000000.0,3,,,,,,,2660.0,2024-09-23
1116,Baby Bonk,BABYBONK,$0.0102006,0.69%,6.91%,28.62%,,,"389,109,662,653,439,616 BABYBONK",4.2e+17,4.2e+17,3,,,,,,,1009.0,2024-09-23
1135,Invest Zone,IVfun,$0.008048,5.24%,6.99%,47.73%,,,"940,218,906 IVfun",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
1151,Dogechain,DC,$0.0002371,0.83%,2.34%,4.12%,,,"30,404,681,522 DC",169576385093.6713,200000000000.0,3,,,,,,,885.0,2024-09-23
1153,MongCoin,$MONG,$0.071226,0.24%,5.99%,21.47%,,,"581,196,039,603,956 $MONG",690000000000000.0,690000000000000.0,3,,,,,,,1083.0,2024-09-23
1168,Kimbo,KIMBO,$0.0000987,0.43%,0.65%,13.73%,,,"69,420,000,000 KIMBO",69420000000.0,69420000000.0,3,,,,,,,902.0,2024-09-23
1171,monkey shit inu,MSI,$0.052308,0.99%,1.12%,9.49%,,,"2,944,269,839,200 MSI",3000000000000.0,3000000000000.0,3,,,,,,,,2024-09-23
1174,Rain Coin,RAIN,$6.69,0.00%,0.82%,5.56%,,,"1,000,000 RAIN",1000000.0,,3,,,,,,,1209.0,2024-09-23
1194,Wall Street Memes,WSM,$0.003331,0.10%,5.15%,14.89%,,,"1,892,356,601 WSM",1897255202.159461,2000000000.0,3,,,,,,,980.0,2024-09-23
1200,CatDog,CATDOG,$0.00006191,0.28%,2.67%,7.43%,,,"100,000,000,000 CATDOG",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
1211,Dejitaru Tsuka,TSUKA,$0.006069,0.63%,0.60%,27.24%,,,"1,000,000,000 TSUKA",1000000000.0,,3,,,,,,,858.0,2024-09-23
1233,Shina Inu,SHI,$0.064681,0.94%,1.27%,26.47%,,,"12,215,422,502,184 SHI",14030600000000.59,20000000000000.0,3,,,,,,,1127.0,2024-09-23
1248,CATAMOTO,CATA,$0.0002856,0.02%,0.25%,13.22%,,,"19,377,666,710 CATA",19648296449.0,20000000000.0,3,,,,,,,,2024-09-23
1254,MAGA AGAIN,MAGAA,$0.00536,1.73%,6.92%,24.32%,,,"1,000,000,000 MAGAA",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
1258,Windoge98,EXE,$0.6118,0.44%,6.02%,24.96%,,,"8,695,649 EXE",9936556.0,10000000.0,3,,,,,,,1279.0,2024-09-23
1268,Banano,BAN,$0.003211,2.14%,1.06%,7.97%,,,"1,585,970,793 BAN",1918859113.0,,3,,,,,1123.0,1151.0,1100.0,2024-09-23
1302,DogeBonk,DOBO,$0.087816,0.00%,2.65%,13.53%,,,"582,959,739,166,037 DOBO",582959739166037.0,,3,,,,,,,1265.0,2024-09-23
1332,CumRocket,CUMMIES,$0.003138,1.51%,0.23%,13.46%,,,"1,320,428,309 CUMMIES",1320428308.6200805,,3,,,,,,,1085.0,2024-09-23
1335,Chickencoin,CHKN,$0.076334,0.16%,1.15%,33.40%,,,"64,239,000,000,000 CHKN",69000000000000.0,69000000000000.0,3,,,,,,,2736.0,2024-09-23
1339,Fofar (fofar.meme),FOFAR,$0.004171,1.09%,6.96%,17.09%,,,"949,992,366 FOFAR",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
1341,KiboShib,KIBSHI,$0.054024,0.40%,1.38%,17.43%,,,"1,000,000,000,000 KIBSHI",1000000000000.0,1000000000000.0,3,,,,,,,1343.0,2024-09-23
1343,Real Smurf Cat,SMURFCAT,$0.00004255,0.09%,1.92%,40.45%,,,"93,809,047,574 SMURFCAT",100000000000.0,,3,,,,,,,,2024-09-23
1353,ShibaDoge,SHIBDOGE,$0.0163399,52.10%,52.10%,52.10%,,,NaN SHIBDOGE,1.850381728147699e+23,4.2e+23,3,,,,,,,3515.0,2024-09-23
1362,BEFE,BEFE,$0.00004054,0.29%,0.10%,16.03%,,,"93,201,825,078 BEFE",99999998095.0,100000000000.0,3,,,,,,,3092.0,2024-09-23
1378,The First Youtube Cat,PAJAMAS,$0.003727,2.26%,8.88%,6.31%,,,"979,915,057 PAJAMAS",1000000000.0,,3,,,,,,,1373.0,2024-09-23
1383,Povel Durev,DUREV,$0.03774,0.30%,2.53%,8.24%,,,"95,000,000 DUREV",99900000.0,99900000.0,3,,,,,,,,2024-09-23
1384,Shiba Predator,QOM,$0.085976,0.00%,16.06%,4.04%,,,"599,886,333,333,333 QOM",599886333333333.0,1000000000000000.0,3,,,,,,,780.0,2024-09-23
1394,Neiro (neiro.lol),NEIRO,$0.003524,0.11%,238.49%,18.32%,,,"999,999,969 NEIRO",999999969.0,,3,,,,,,,,2024-09-23
1395,Milady Wif Hat,LADYF,$0.00001394,0.85%,1.58%,3.56%,,,"249,998,094,998 LADYF",999998094998.018,,3,,,,,,,2923.0,2024-09-23
1396,Crash,CRASH,$0.003594,0.91%,7.40%,9.86%,,,"978,237,337 CRASH",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
1418,Moutai,MOUTAI,$0.00474,0.35%,15.62%,16.43%,,,"696,717,374 MOUTAI",696717156.983783,,3,,,,,,,2793.0,2024-09-23
1429,Cheems,CHEEMS,$0.001232,2.80%,1.24%,8.78%,,,"2,550,834,901 CHEEMS",2775346214.0,,3,,,,,,,1075.0,2024-09-23
